id_producto,nombre_producto,categoria,requiere_receta,precio_lista
1586,GENÉ-0587,Genéricos,S,13.81
1587,CUID-0588,Cuidado infantil,N,63.91
1588,ANAL-0589,Analgésicos,S,5.25
1589,VITA-0590,Vitaminas,N,58.66
1590,GENÉ-0591,Genéricos,N,14.21
1591,HIGI-0592,Higiene personal,N,17.24
1592,ANTI-0593,Antigripales,N,44.57
1593,HIGI-0594,Higiene personal,S,7.63
1594,ANAL-0595,Analgésicos,N,5.11
1595,ANAL-0596,Analgésicos,N,20.33
1596,CUID-0597,Cuidado infantil,N,31.48
1597,ANTI-0598,Antigripales,N,44.29
1598,GENÉ-0599,Genéricos,N,4.58
1599,GENÉ-0600,Genéricos,N,14.03
1600,HIGI-0601,Higiene personal,N,36.91
1601,GENÉ-0602,Genéricos,N,6.13
1602,HIGI-0603,Higiene personal,N,38.94
1603,ANTI-0604,Antigripales,S,19.15
1604,VITA-0605,Vitaminas,N,63.04
1605,CUID-0606,Cuidado infantil,N,22.35
1606,CUID-0607,Cuidado infantil,N,20.09
1607,GENÉ-0608,Genéricos,N,12.11
1608,VITA-0609,Vitaminas,N,100.17
1609,ANTI-0610,Antigripales,N,34.97
1610,ANTI-0611,Antigripales,N,16.41
1611,ANTI-0612,Antigripales,S,27.6
1612,CUID-0613,Cuidado infantil,N,36.24
1613,VITA-0614,Vitaminas,N,34.48
1614,GENÉ-0615,Genéricos,N,6.34
1615,VITA-0616,Vitaminas,N,102.68
1616,HIGI-0617,Higiene personal,N,18.84
1617,GENÉ-0618,Genéricos,N,10.48
1618,ANAL-0619,Analgésicos,N,14.32
1619,ANTI-0620,Antigripales,S,10.23
1620,ANTI-0621,Antigripales,S,38.9
1621,GENÉ-0622,Genéricos,N,7.17
1622,HIGI-0623,Higiene personal,S,28.28
1623,VITA-0624,Vitaminas,N,68.81
1624,DERM-0625,Dermatológicos,N,89.39
1625,CUID-0626,Cuidado infantil,N,62.28
1626,ANTI-0627,Antigripales,S,32.91
1627,ANAL-0628,Analgésicos,N,22.26
1628,ANTI-0629,Antigripales,N,43.98
1629,GENÉ-0630,Genéricos,N,13.12
1630,HIGI-0631,Higiene personal,N,7.17
1631,DERM-0632,Dermatológicos,S,77.86
1632,DERM-0633,Dermatológicos,N,89.86
1633,VITA-0634,Vitaminas,N,109.22
1634,ANTI-0635,Antigripales,N,35.13
1635,HIGI-0636,Higiene personal,N,24.46
1636,DERM-0637,Dermatológicos,N,81.32
1637,ANAL-0638,Analgésicos,N,18.49
1638,GENÉ-0639,Genéricos,S,12.7
1639,VITA-0640,Vitaminas,N,103.01
1640,DERM-0641,Dermatológicos,S,51.67
1641,VITA-0642,Vitaminas,N,22.82
1642,GENÉ-0643,Genéricos,N,13.35
1643,ANTI-0644,Antigripales,N,11.62
1644,GENÉ-0645,Genéricos,N,11.12
1645,ANTI-0646,Antigripales,N,39.34
1646,GENÉ-0647,Genéricos,N,2.98
1647,GENÉ-0648,Genéricos,S,16.97
1648,ANTI-0649,Antigripales,N,27.73
1649,GENÉ-0650,Genéricos,N,9.4
1650,ANTI-0651,Antigripales,N,24.09
1651,ANAL-0652,Analgésicos,N,28.19
1652,HIGI-0653,Higiene personal,N,28.98
1653,DERM-0654,Dermatológicos,N,30.79
1654,GENÉ-0655,Genéricos,N,13.76
1655,ANAL-0656,Analgésicos,N,16.16
1656,VITA-0657,Vitaminas,N,74.64
1657,CUID-0658,Cuidado infantil,S,30.8
1658,HIGI-0659,Higiene personal,N,10.86
1659,ANAL-0660,Analgésicos,N,14.23
1660,ANAL-0661,Analgésicos,S,8.67
1661,GENÉ-0662,Genéricos,N,12.9
1662,HIGI-0663,Higiene personal,N,18.12
1663,ANAL-0664,Analgésicos,N,20.84
1664,ANAL-0665,Analgésicos,N,18.67
1665,CUID-0666,Cuidado infantil,N,59.09
1666,ANAL-0667,Analgésicos,N,6.75
1667,GENÉ-0668,Genéricos,N,3.47
1668,ANAL-0669,Analgésicos,N,29.21
1669,CUID-0670,Cuidado infantil,N,29.92
1670,GENÉ-0671,Genéricos,N,10.82
1671,ANTI-0672,Antigripales,N,17.49
1672,ANAL-0673,Analgésicos,N,29.49
1673,GENÉ-0674,Genéricos,N,12.41
1674,HIGI-0675,Higiene personal,N,18.88
1675,ANTI-0676,Antigripales,N,33.53
1676,DERM-0677,Dermatológicos,N,33.18
1677,CUID-0678,Cuidado infantil,N,59.18
1678,DERM-0679,Dermatológicos,N,22.12
1679,CUID-0680,Cuidado infantil,S,39.71
1680,GENÉ-0681,Genéricos,N,16.4
1681,ANTI-0682,Antigripales,N,14.88
1682,CUID-0683,Cuidado infantil,N,21.87
1683,ANTI-0684,Antigripales,N,32.69
1684,DERM-0685,Dermatológicos,N,85.1
1685,ANAL-0686,Analgésicos,N,27.65
1686,GENÉ-0687,Genéricos,S,2.99
1687,ANTI-0688,Antigripales,N,41.71
1688,GENÉ-0689,Genéricos,N,2.61
1689,VITA-0690,Vitaminas,N,31.23
1690,CUID-0691,Cuidado infantil,N,67.93
1691,DERM-0692,Dermatológicos,N,59.44
1692,ANAL-0693,Analgésicos,N,26.26
1693,VITA-0694,Vitaminas,N,112.73
1694,ANAL-0695,Analgésicos,N,20.16
1695,ANAL-0696,Analgésicos,S,22.93
1696,HIGI-0697,Higiene personal,N,13.93
1697,DERM-0698,Dermatológicos,N,83.83
1698,HIGI-0699,Higiene personal,S,22.25
1699,CUID-0700,Cuidado infantil,S,64.71
1700,GENÉ-0701,Genéricos,N,2.08
1701,ANTI-0702,Antigripales,N,37.2
1702,ANAL-0703,Analgésicos,S,10.58
1703,ANAL-0704,Analgésicos,N,27.88
1704,VITA-0705,Vitaminas,N,34.55
1705,GENÉ-0706,Genéricos,N,17.9
1706,HIGI-0707,Higiene personal,S,25.27
1707,ANAL-0708,Analgésicos,N,6.97
1708,VITA-0709,Vitaminas,N,46.57
1709,HIGI-0710,Higiene personal,N,30.71
1710,CUID-0711,Cuidado infantil,S,57.19
1711,GENÉ-0712,Genéricos,S,10.11
1712,GENÉ-0713,Genéricos,N,2.83
1713,VITA-0714,Vitaminas,N,95.61
1714,ANAL-0715,Analgésicos,N,8.69
1715,HIGI-0716,Higiene personal,S,13.84
1716,VITA-0717,Vitaminas,N,58.73
1717,DERM-0718,Dermatológicos,N,23.51
1718,DERM-0719,Dermatológicos,N,87.2
1719,ANTI-0720,Antigripales,N,31.99
1720,DERM-0721,Dermatológicos,N,46.7
1721,GENÉ-0722,Genéricos,N,10.08
1722,ANTI-0723,Antigripales,N,23.91
1723,HIGI-0724,Higiene personal,N,28.17
1724,ANTI-0725,Antigripales,N,39.23
1725,VITA-0726,Vitaminas,N,119.9
1726,ANAL-0727,Analgésicos,N,19.61
1727,ANAL-0728,Analgésicos,S,7.3
1728,HIGI-0729,Higiene personal,N,37.53
1729,GENÉ-0730,Genéricos,N,14.86
1730,GENÉ-0731,Genéricos,N,14.66
1731,ANTI-0732,Antigripales,N,34.19
1732,ANTI-0733,Antigripales,N,40.88
1733,HIGI-0734,Higiene personal,N,26.07
1734,GENÉ-0735,Genéricos,N,6.32
1735,GENÉ-0736,Genéricos,N,10.92
1736,DERM-0737,Dermatológicos,N,57.13
1737,CUID-0738,Cuidado infantil,N,16.25
1738,ANTI-0739,Antigripales,N,33.96
1739,HIGI-0740,Higiene personal,N,35.3
1740,DERM-0741,Dermatológicos,S,65.3
1741,CUID-0742,Cuidado infantil,N,30.23
1742,HIGI-0743,Higiene personal,N,39.59
1743,HIGI-0744,Higiene personal,N,39.8
1744,GENÉ-0745,Genéricos,N,9.76
1745,ANTI-0746,Antigripales,S,12.48
1746,GENÉ-0747,Genéricos,N,3.81
1747,GENÉ-0748,Genéricos,N,13.84
1748,ANTI-0749,Antigripales,N,12.12
1749,ANTI-0750,Antigripales,N,30.23
1750,CUID-0751,Cuidado infantil,N,70.2
1751,HIGI-0752,Higiene personal,N,37.83
1752,ANAL-0753,Analgésicos,S,20.05
1753,HIGI-0754,Higiene personal,S,14.76
1754,ANAL-0755,Analgésicos,N,28.81
1755,ANTI-0756,Antigripales,N,25.44
1756,ANAL-0757,Analgésicos,N,16.5
1757,ANAL-0758,Analgésicos,N,10.95
1758,DERM-0759,Dermatológicos,N,63.55
1759,ANTI-0760,Antigripales,N,26.88
1760,CUID-0761,Cuidado infantil,S,27.04
1761,ANTI-0762,Antigripales,N,9.79
1762,ANAL-0763,Analgésicos,N,11.05
1763,HIGI-0764,Higiene personal,N,23.68
1764,GENÉ-0765,Genéricos,N,2.75
1765,HIGI-0766,Higiene personal,N,37.98
1766,HIGI-0767,Higiene personal,N,28.89
1767,HIGI-0768,Higiene personal,S,37.0
1768,HIGI-0769,Higiene personal,N,23.28
1769,GENÉ-0770,Genéricos,N,13.34
1770,GENÉ-0771,Genéricos,S,11.01
1771,GENÉ-0772,Genéricos,N,6.5
1772,CUID-0773,Cuidado infantil,N,54.09
1773,DERM-0774,Dermatológicos,N,43.93
1774,ANTI-0775,Antigripales,N,12.06
1775,VITA-0776,Vitaminas,S,75.45
1776,HIGI-0777,Higiene personal,N,12.14
1777,VITA-0778,Vitaminas,N,92.73
1778,ANTI-0779,Antigripales,N,12.76
1779,ANAL-0780,Analgésicos,S,10.82
1780,VITA-0781,Vitaminas,N,68.45
1781,ANAL-0782,Analgésicos,N,29.92
1782,ANAL-0783,Analgésicos,N,7.67
1783,VITA-0784,Vitaminas,N,27.13
1784,GENÉ-0785,Genéricos,N,5.63
1785,ANAL-0786,Analgésicos,S,15.04
1786,ANTI-0787,Antigripales,N,35.48
1787,VITA-0788,Vitaminas,N,103.39
1788,ANTI-0789,Antigripales,N,13.08
1789,GENÉ-0790,Genéricos,N,14.55
1790,ANAL-0791,Analgésicos,N,19.76
1791,DERM-0792,Dermatológicos,S,70.68
1792,HIGI-0793,Higiene personal,N,31.66
1793,ANAL-0794,Analgésicos,S,14.53
1794,DERM-0795,Dermatológicos,N,64.86
1795,HIGI-0796,Higiene personal,N,39.7
1796,GENÉ-0797,Genéricos,N,12.54
1797,CUID-0798,Cuidado infantil,N,68.83
1798,GENÉ-0799,Genéricos,N,8.54
1799,ANAL-0800,Analgésicos,N,17.71
