id_venta,fecha,id_local,id_producto,cantidad,importe,canal,medio_pago
87079,2026-01-24,68,1290,4,126.81,Presencial,Efectivo
199184,2026-03-21,25,1006,1,24.18,Delivery,Billetera
174794,2026-01-15,94,1154,6,68.39,Delivery,Efectivo
192858,2026-05-13,3,1332,5,80.41,Presencial,Efectivo
161850,2025-09-09,90,1355,5,84.90,Presencial,Billetera
20270,2025-09-22,110,1793,5,71.82,Delivery,Efectivo
170053,2026-06-20,82,1404,6,54.49,Presencial,Efectivo
192272,2025-12-11,2,1517,2,164.08,Presencial,Tarjeta
169295,2025-11-08,27,1650,5,119.15,Delivery,Efectivo
111867,2026-06-12,87,1339,3,84.05, Presencial ,Efectivo
180241,2026-06-08,50,1645,1,38.63,Presencial,Tarjeta
106927,2026-07-06,58,1573,2,20.30,Presencial,Tarjeta
68906,2025-09-19,61,1765,1,35.33,Presencial,Billetera
112207,2026-08-09,72,1750,3,195.02,Presencial,Billetera
61361,2026-08-29,48,1077,4,146.31,Presencial,Tarjeta
99262,2026-07-26,58,1132,3,164.44,Delivery,Efectivo
5419,2026-06-19,72,1348,6,,Web,Tarjeta
189051,2026-01-09,85,1429,4,262.44,Presencial,Tarjeta
76120,2026-01-13,32,1114,1,20.78,Presencial,Efectivo
16889,2026-05-18,67,1093,4,78.07,Presencial,Efectivo
198020,2026-07-19,97,1293,4,82.62,Presencial,Tarjeta
28383,2025-10-22,27,1354,3,105.37,Presencial,Efectivo
174258,2026-02-01,12,1214,4,89.27,Presencial,Billetera
128297,2026-03-07,19,1093,5,93.33, Presencial ,Efectivo
64269,2026-08-19,9,1737,3,47.24,Delivery,Billetera
165335,2025-10-31,22,1471,2,84.08,Presencial,Tarjeta
172663,2026-05-18,35,1170,3,111.64,Web,Efectivo
187070,2026-08-29,59,1514,-3,-24.41,Presencial,Tarjeta
72563,2025-12-28,105,1292,1,15.97,presencial,Tarjeta
176588,2026-05-10,88,1183,4,78.81,Delivery,Billetera
58019,2025-10-25,3,1379,1,23.19,Presencial,Efectivo
38292,2025-10-16,73,1567,6,173.68,Web,Efectivo
75524,2026-01-13,95,1260,2,51.92,Presencial,Billetera
43655,2026-05-20,64,1026,6,17.13,PRESENCIAL,Billetera
119526,2026-04-02,106,1154,1,10.32,Presencial,Efectivo
24783,2026-03-28,68,1572,5,66.02,Presencial,Efectivo
91098,2025-12-04,81,1160,2,25.13,Delivery,Tarjeta
186321,2026-01-12,45,1481,2,40.41,Presencial,Efectivo
20328,2026-08-30,40,1507,2,22.96,Presencial,Efectivo
87391,2026-01-25,86,1295,5,207.34,Presencial,Efectivo
171074,2026-05-19,70,1449,3,22.08,Presencial,Efectivo
154001,2025-11-24,22,9533,4,31.10,Presencial,Efectivo
118200,2026-04-17,4,1345,1,8.05,Presencial,Tarjeta
160099,2025-09-29,88,1661,3,35.89,Presencial,Efectivo
131488,2026-07-18,104,1177,9,259.28,Presencial,Efectivo
65440,2026-01-10,24,1429,3,196.82,Presencial,Tarjeta
188321,2026-08-15,6,1345,6,48.85,Presencial,Tarjeta
172289,2026-01-21,92,1456,3,246.76,Presencial,Tarjeta
139257,2026-04-04,47,1410,5,69.64,Presencial,Tarjeta
178077,2026-08-04,47,1040,3,101.78,Presencial,Tarjeta
21148,2026-04-27,73,1793,2,26.48,Presencial,Billetera
179586,2026-04-05,46,1577,1,32.37,DELIVERY,Efectivo
121853,2026-06-01,83,1352,1,35.10,Presencial,Efectivo
70456,2026-03-04,114,1671,3,49.92,Delivery,Tarjeta
170687,2026-01-30,107,1708,4,179.05,Presencial,Tarjeta
109309,2026-05-03,112,1661,5,61.71,Presencial,Billetera
99210,2025-11-23,99,1228,1,20.22,Presencial,Efectivo
155393,2025-12-30,29,1061,1,27.45,Web,Tarjeta
152071,2026-08-20,74,1207,4,62.54,Presencial,Efectivo
103747,2026-02-13,84,1045,1,112.77,Presencial,Billetera
84449,2026-04-20,74,1239,2,41.02,Delivery,Efectivo
189273,2026-05-21,71,1715,6,77.61,Presencial,Tarjeta
166037,2025-09-22,24,1175,4,116.46,Presencial,Billetera
198724,2025-12-11,12,1772,5,246.84,Presencial,Tarjeta
89374,2026-07-24,10,1330,4,177.51,Web,Efectivo
121953,2026-05-08,85,1321,5,30.27,Delivery,Tarjeta
36692,2026-04-08,43,1711,6,57.15,Delivery,Billetera
190375,2026-01-22,119,1282,3,110.75,Presencial,Billetera
137048,2025-10-12,109,1473,3,108.36,Presencial,Efectivo
135863,2026-01-14,24,1083,3,61.51,Presencial,Tarjeta
22363,2026-06-07,81,1628,8,326.16,Presencial,Tarjeta
143121,2025-11-14,51,1253,5,320.07,Delivery,Efectivo
32129,2025-12-08,120,1477,6,260.79,Presencial,Efectivo
20155,2025-12-01,19,1125,6,93.65,Presencial,Efectivo
133157,2026-02-19,118,1069,1,18.34,Presencial,Tarjeta
168984,2026-01-29,89,1517,6,496.72,Presencial,Tarjeta
75862,2025-12-11,101,1157,4,142.47,Presencial,Efectivo
190616,2026-06-28,24,1077,2,76.40,Delivery,Billetera
62359,2025-10-02,56,1206,1,11.90,Presencial,Efectivo
119073,2026-03-18,44,1409,4,315.60,Presencial,Billetera
106614,2025-11-07,108,1729,6,86.12,Presencial,Tarjeta
96320,2026-05-16,115,1734,3,18.11,Presencial,Efectivo
73001,2026-04-09,46,1519,2,167.03,Presencial,Efectivo
175034,2026-04-16,45,1680,4,64.08,Presencial,Tarjeta
50413,2026-04-07,32,1639,6,574.36,PRESENCIAL,Tarjeta
88206,2026-06-30,99,1573,3,31.41,Presencial,Billetera
73789,2025-11-23,30,1303,3,45.61,Delivery,Efectivo
162160,2025-10-20,113,1301,1,65.03,Presencial,Efectivo
185151,2026-03-09,88,1218,1,5.24,Presencial,Efectivo
99414,2025-10-22,27,1588,2,9.58,Presencial,Tarjeta
141182,2025-09-29,33,1409,4,322.44,Presencial,Billetera
31510,2026-06-09,69,1076,5,,Presencial,Efectivo
135749,2025-10-09,97,1234,6,409.78, Presencial ,Efectivo
121466,2026-04-25,59,1249,4,270.79,Presencial,Billetera
63408,2025-10-30,75,1786,4,129.02,Presencial,Tarjeta
170237,2026-08-02,49,1257,2,109.31,Web,Efectivo
167351,2026-08-17,6,1150,2,49.39,Presencial,Efectivo
172583,2025-10-20,64,1641,3,65.18,Delivery,Tarjeta
149777,2026-03-02,92,1629,6,76.17,delivery,Tarjeta
45029,2026-02-03,93,1294,1,33.97,Presencial,Tarjeta
12742,2025-10-31,108,1725,1,113.19,Web,Tarjeta
16452,2026-03-12,32,1503,6,42.40,Presencial,Tarjeta
47010,2025-10-05,91,1506,4,147.81,Delivery,Tarjeta
79776,2026-04-13,40,1457,3,28.16,Presencial,Efectivo
123980,2026-05-09,11,1396,3,26.73,Presencial,Billetera
188656,2025-10-17,42,1527,2,198.98,Delivery,Tarjeta
47671,2025-10-12,93,1198,1,33.81,Presencial,Efectivo
171210,2026-03-23,90,1059,6,271.90,Presencial,Tarjeta
82729,2026-07-07,39,1782,3,22.93,Presencial,Efectivo
2966,2026-07-15,86,1656,1,72.23,Presencial,Billetera
112451,2026-07-09,83,1513,2,29.95,Delivery,Tarjeta
108353,2026-04-07,28,1415,6,123.97,Presencial,Tarjeta
79792,2026-02-26,77,1461,2,7.97,Web,Billetera
159191,2025-11-02,29,1732,6,244.27,Presencial,Tarjeta
189103,2026-04-08,68,1107,6,89.12,Presencial,Efectivo
56577,2026-05-04,55,1432,3,34.79,Delivery,Tarjeta
149356,2026-03-20,113,1164,5,29.33,Presencial,Efectivo
182863,2026-08-30,104,1657,5,142.51,Presencial,Billetera
28494,2026-08-28,59,1769,3,39.49,Presencial,Efectivo
7444,2026-07-13,73,1780,2,133.43,Presencial,Efectivo
111850,2026-01-21,82,1231,5,209.28,Delivery,Efectivo
89364,2026-03-13,117,1670,3,30.97,Presencial,Tarjeta
65832,2026-07-28,94,1514,4,30.59,Presencial,Efectivo
38093,2025-09-22,92,1109,2,55.71, Presencial ,Tarjeta
164472,2025-11-20,92,1646,4,11.82,Web,Tarjeta
103162,2026-08-03,49,1641,2,42.79,Presencial,Tarjeta
156753,2026-05-24,14,1652,3,82.81,Presencial,Efectivo
128185,2026-04-03,94,1437,6,142.47, Presencial ,Efectivo
153188,2026-04-18,53,1275,6,151.92,Presencial,Efectivo
27428,2026-08-31,46,1596,5,153.07,Presencial,Efectivo
35067,2026-03-30,106,1506,1,38.90,Presencial,Efectivo
109210,2026-02-09,61,1278,4,217.12,Presencial,Tarjeta
132714,2025-10-31,96,1282,5,197.74,Presencial,Tarjeta
151647,2025-09-22,25,1517,2,162.19,Presencial,Tarjeta
33150,2025-12-14,100,1698,3,64.32,Presencial,Efectivo
184415,2025-10-10,82,1555,5,97.04,Presencial,Efectivo
53438,2025-10-16,79,1302,5,137.91,Delivery,Efectivo
159324,2026-03-08,31,1634,5,161.13,Presencial,Efectivo
56249,2025-12-27,35,1537,6,170.22,Delivery,Efectivo
36962,2026-03-21,99,1501,3,27.30,Presencial,Tarjeta
107808,2025-10-04,102,1072,2,28.19,Presencial,Billetera
142776,2026-04-04,45,1630,2,14.12,Presencial,Tarjeta
62837,2026-03-30,73,1326,1,13.04,Presencial,Efectivo
43744,2025-12-31,13,1794,1,61.11,Presencial,Tarjeta
141993,2026-08-14,65,1606,2,37.27,Web,Efectivo
53779,2025-09-15,74,1207,4,62.08,Presencial,Tarjeta
9480,2025-11-13,73,1484,4,34.39,Web,Tarjeta
151606,2026-08-25,39,1357,1,20.33,Presencial,Billetera
93997,2026-03-24,60,1271,6,36.87,Delivery,Efectivo
163790,2025-11-07,47,1789,2,28.05,Presencial,Efectivo
25346,2026-02-17,30,1094,1,11.96,Presencial,Efectivo
189952,2026-03-31,23,1703,4,101.97,Presencial,Efectivo
56645,2026-03-07,79,1706,1,22.99,Presencial,Billetera
145698,2026-05-22,61,1570,2,56.13,Web,Efectivo
115938,2026-07-21,48,1713,1,93.77,Presencial,Tarjeta
6062,2026-06-21,39,1198,-2,-70.38,Presencial,Efectivo
107238,2025-11-28,38,1719,6,176.52,Presencial,Tarjeta
192738,2026-01-18,62,1623,1,63.23,Delivery,Efectivo
113887,2026-01-25,104,1050,3,131.10,PRESENCIAL,Efectivo
20067,2026-05-06,108,1129,1,50.89,Web,Billetera
158301,2026-02-24,7,1515,6,84.52,Delivery,Billetera
69145,2025-12-06,13,1664,3,55.31,Presencial,Efectivo
56134,2026-01-07,88,1163,3,72.61,Presencial,Efectivo
116824,2025-12-09,31,1681,5,71.32,Presencial,Tarjeta
54141,2025-12-28,117,1771,2,12.67, Presencial ,Billetera
99457,2025-11-21,65,1145,6,75.46,PRESENCIAL,Efectivo
79791,2025-11-13,22,1774,2,23.47,Web,Tarjeta
129749,2025-09-27,91,1375,1,5.43,Presencial,Efectivo
32133,2025-10-14,16,1437,4,99.06,Presencial,Tarjeta
154896,2026-05-09,116,1117,1,13.71,Presencial,Tarjeta
66267,2026-06-19,91,1003,6,83.46,Presencial,Tarjeta
174405,2025-10-28,12,1566,4,353.93,Presencial,Tarjeta
78492,2026-03-06,18,1260,5,131.90,Presencial,Efectivo
35074,2026-03-31,5,1092,2,,Presencial,Efectivo
101434,2025-12-02,99,1561,5,188.36,Presencial,Efectivo
63678,2026-08-24,16,1506,6,231.48,Delivery,Efectivo
165785,2025-11-07,117,1345,6,52.68,Presencial,Tarjeta
177184,2026-03-26,21,1310,6,168.73,Presencial,Tarjeta
15344,2025-10-22,75,1060,1,11.04,Presencial,Efectivo
150730,2026-07-17,18,1719,8,236.51,Delivery,Tarjeta
135831,2026-06-15,40,1668,1,26.50,Presencial,Efectivo
90495,2026-02-23,98,1429,1,60.83,Presencial,Billetera
189998,2026-01-14,88,1521,2,15.60,Presencial,Efectivo
164955,2025-10-16,83,1760,4,101.48,Presencial,Efectivo
44884,2026-07-02,45,1611,5,136.52,Presencial,Tarjeta
60503,2025-11-05,99,1508,4,273.89,Web,Tarjeta
41208,2025-12-13,51,1775,4,271.62,Presencial,Efectivo
147226,2025-09-09,25,1153,4,36.30,Presencial,Efectivo
125776,2025-09-18,96,1449,4,28.51,Delivery,Efectivo
176172,2026-03-30,4,1203,1,16.20,Presencial,Tarjeta
182000,2025-12-31,12,1758,2,117.88,Presencial,Efectivo
147232,2026-05-28,77,1666,1,6.09,Web,Efectivo
36804,2026-04-19,27,1624,5,430.12,Presencial,Efectivo
32205,2026-02-28,67,1055,4,346.43,Web,Tarjeta
132797,2026-03-31,2,1400,3,74.85,Presencial,Efectivo
139735,2026-04-25,38,1311,1,14.23,Presencial,Efectivo
80927,2025-09-06,12,1042,3,31.21,Presencial,Billetera
74296,2026-02-14,43,1610,6,88.62,Delivery,Tarjeta
31884,2025-10-14,76,1677,6,321.27,Presencial,Tarjeta
8249,2026-04-03,21,1261,6,247.02,Delivery,Efectivo
174583,2025-10-25,97,1769,2,25.32,Presencial,Efectivo
97220,2025-11-25,111,1375,4,22.50,Presencial,Tarjeta
187022,2026-04-25,118,1080,6,85.82,Presencial,Tarjeta
154849,2026-05-17,119,1253,3,206.87,Presencial,Billetera
71933,2025-10-01,33,1276,5,19.95,Presencial,Efectivo
111499,2025-11-26,65,1024,6,147.81,Presencial,Tarjeta
151630,2026-02-11,18,1022,3,41.70,Web,Tarjeta
34159,2026-06-16,25,1371,1,6.06,Presencial,Efectivo
66321,2027-03-15,62,1542,5,308.31,Delivery,Efectivo
151488,2026-06-20,83,1372,3,46.54, Presencial ,Tarjeta
78845,2026-03-18,39,1306,5,100.60,Delivery,Billetera
85682,2025-09-05,93,1141,6,66.70,Presencial,Tarjeta
59633,2025-10-30,2,1784,1,5.52,Presencial,Tarjeta
2686,2025-12-03,51,1338,6,47.08,Web,Efectivo
168882,2026-07-01,62,1154,5,51.93,Presencial,Tarjeta
52788,2026-03-11,12,1235,5,65.14,Presencial,Tarjeta
29844,2026-03-18,47,1785,3,41.70,Presencial,Tarjeta
169436,2026-05-15,76,1514,3,23.73,Web,Tarjeta
41971,2026-06-22,47,1737,4,58.92,Presencial,Billetera
113064,2025-09-30,11,1512,2,57.25,Presencial,Tarjeta
165622,2026-04-20,102,1591,2,32.80,Presencial,Tarjeta
83005,2026-05-13,9,1685,4,109.68,Presencial,Tarjeta
10568,2025-09-19,19,1703,2,55.29,Presencial,Efectivo
15816,2025-11-30,33,1356,-4,-75.18,Presencial,Efectivo
135157,2025-10-21,103,1040,5,,Presencial,Tarjeta
67793,2026-05-06,104,1031,3,203.24,Delivery,Billetera
87217,2026-07-27,9,1629,3,36.56,Presencial,Tarjeta
122990,2026-01-16,41,1154,2,20.67,Presencial,Efectivo
108484,2025-10-07,46,1771,6,36.06,Presencial,Billetera
74277,2025-11-30,18,1304,3,81.65,PRESENCIAL,Billetera
136326,2026-04-24,11,1587,3,190.36,Presencial,Efectivo
160234,2026-08-30,109,1251,5,115.58,Presencial,Tarjeta
23261,2026-08-07,103,1022,5,69.63,Presencial,Billetera
111800,2026-07-08,106,1506,7,245.68,Delivery,Tarjeta
16486,2026-06-10,34,1438,1,18.56,Delivery,Tarjeta
27716,2025-11-09,108,1456,2,168.91,Presencial,Tarjeta
152596,2026-02-27,89,1305,3,59.31,Presencial,Tarjeta
193545,2026-07-03,86,1769,3,38.59,Delivery,Efectivo
159328,2026-05-03,38,1069,5,99.08,Presencial,Tarjeta
67597,2026-05-29,119,1634,5,175.10,Presencial,Efectivo
51485,2026-05-04,24,1389,3,,Presencial,Efectivo
116572,2026-06-20,45,1572,4,53.26,Presencial,Efectivo
47934,2025-10-06,92,1346,3,45.47,Presencial,Tarjeta
110276,2026-08-23,118,1186,6,170.66,Web,Efectivo
197385,2026-05-20,73,1718,3,258.89,Presencial,Tarjeta
64643,2026-01-13,81,1601,1,5.99,Presencial,Efectivo
58999,2025-11-21,100,1044,2,58.13,Presencial,Efectivo
60737,2026-05-14,94,1761,6,55.59,Presencial,Billetera
134114,2026-02-18,31,1393,3,172.65,Presencial,Tarjeta
164643,2026-08-23,2,1011,2,101.13,Delivery,Tarjeta
87206,2026-06-29,106,1390,2,20.01,Delivery,Efectivo
106349,2025-11-09,37,1620,6,227.72,Presencial,Tarjeta
185840,2026-08-02,46,1454,4,61.82,Presencial,Efectivo
135294,2026-02-02,101,1372,5,79.87,Web,Tarjeta
144729,2026-03-15,19,1544,2,179.20,Delivery,Efectivo
165413,2026-07-29,88,1248,4,,Presencial,Tarjeta
9171,2026-07-16,53,1581,4,124.15,Presencial,Billetera
141013,2026-07-23,65,1494,1,32.86,Presencial,Tarjeta
184123,2026-07-31,2,1594,2,10.09,Web,Efectivo
40841,2025-10-14,99,1647,4,66.36,Presencial,Tarjeta
52056,2025-11-06,5,1258,2,,Presencial,Tarjeta
51641,2025-10-12,67,1739,3,102.64,Presencial,Tarjeta
124164,2026-06-08,29,1206,1,11.98,Delivery,Billetera
159097,2026-07-24,17,1441,1,28.98,Presencial,Efectivo
114156,2026-07-26,31,1665,3,168.61,Presencial,Efectivo
87163,2026-06-05,33,1524,1,7.00,Presencial,Tarjeta
22022,2026-07-04,5,1608,4,388.01,Presencial,Tarjeta
192238,2026-07-27,113,1472,5,264.87,Presencial,Efectivo
81113,2025-10-31,114,1454,4,60.41,Delivery,Tarjeta
134326,2026-03-27,1,1325,3,45.30,Delivery,Billetera
152948,2026-01-24,10,1281,2,71.87, Presencial ,Billetera
179326,2025-10-22,15,1159,1,20.85,Presencial,Efectivo
165325,2026-03-22,114,1261,5,207.12,Delivery,Efectivo
26278,2025-09-13,44,1136,4,404.68,Presencial,Tarjeta
68863,2026-02-27,15,1489,4,303.73,Presencial,Billetera
145024,2026-03-08,5,1398,2,64.05,Delivery,Tarjeta
966,2025-12-29,81,1784,6,30.88, Presencial ,Tarjeta
39186,2026-06-19,115,1314,5,133.70,Web,Efectivo
24881,2025-09-19,28,1694,3,56.60,Presencial,Tarjeta
75280,2025-11-08,78,1227,4,98.28,Presencial,Tarjeta
32859,2025-12-23,21,1718,3,255.94,Presencial,Tarjeta
130419,2025-09-09,110,1315,2,92.84,Delivery,Tarjeta
113913,2026-01-17,79,1231,3,129.40,Presencial,Tarjeta
19804,2026-06-29,10,1394,4,100.90,Presencial,Efectivo
137364,2026-01-31,90,1731,1,33.90,Delivery,Tarjeta
96204,2026-07-10,38,1127,4,220.80,Delivery,Efectivo
60693,2025-11-28,23,1489,3,235.10,Presencial,Tarjeta
8936,2026-02-23,42,1000,2,61.76,Delivery,Tarjeta
50406,2026-01-27,23,1592,5,210.77,Delivery,Tarjeta
164203,2026-01-03,1,1102,2,36.63,Presencial,Efectivo
65627,2025-11-01,27,1033,1,10.72,Presencial,Efectivo
192767,2025-09-29,51,1339,5,149.25,Presencial,Efectivo
94461,2025-09-10,94,1778,5,58.50,DELIVERY,Tarjeta
19179,2025-12-18,36,1003,4,55.41,Presencial,Tarjeta
195146,2025-09-02,85,1352,1,33.15,Web,Tarjeta
33372,2025-10-23,1,1415,4,82.57,Presencial,Tarjeta
105946,2026-08-03,80,1263,4,216.27,Web,Billetera
63082,2026-01-16,110,1079,2,24.66,Delivery,Tarjeta
21945,2025-12-06,83,1291,3,34.23,Presencial,Efectivo
31458,2025-09-25,109,1625,4,225.31,Web,Tarjeta
171565,2026-04-19,66,1077,4,156.43,Presencial,Efectivo
87349,2026-06-24,66,1489,6,460.05,Delivery,Efectivo
37571,2025-11-02,66,1690,-4,-245.93,Presencial,Efectivo
167486,2025-12-29,17,1403,5,76.65,Delivery,Tarjeta
84082,2026-08-11,44,1576,1,53.05,Presencial,Tarjeta
167940,2026-01-09,7,1573,5,52.50,Presencial,Efectivo
147961,2025-11-13,95,1570,5,128.00,Presencial,Tarjeta
189409,2026-05-31,26,1327,4,64.57,Presencial,Tarjeta
68633,2026-04-10,72,1746,2,7.18,Presencial,Tarjeta
198382,2025-10-03,65,1215,5,132.89,Presencial,Billetera
19786,2026-05-14,39,1456,4,341.77,Delivery,Tarjeta
130460,2026-03-24,55,1545,3,84.00,Presencial,Efectivo
142575,2026-07-02,68,1573,3,29.53,Presencial,Tarjeta
57109,2026-08-23,107,1042,4,39.46,Presencial,Efectivo
160815,2025-10-11,54,1491,6,674.25,Delivery,Efectivo
55010,2025-10-03,14,1635,4,90.80,Presencial,Efectivo
68419,2026-08-13,39,1441,5,137.98,Presencial,Tarjeta
140809,2025-09-26,120,1628,3,131.66,Presencial,Tarjeta
110188,2025-10-01,52,1186,5,139.25,Presencial,Tarjeta
55258,2025-11-22,43,1540,6,453.69,Presencial,Efectivo
123874,2026-02-23,51,1197,1,104.69,Delivery,Efectivo
131981,2026-01-08,4,1541,3,28.71,Presencial,Tarjeta
5599,2025-09-19,84,1535,4,117.67,Delivery,Billetera
84389,2025-12-31,5,1759,4,103.54,Presencial,Tarjeta
159543,2025-10-05,54,1729,1,14.19,Presencial,Efectivo
162690,2025-09-19,19,1081,5,145.76,Presencial,Billetera
118233,2026-04-06,114,1219,6,72.56,Presencial,Tarjeta
66945,2026-06-07,4,1777,6,516.84,Delivery,Tarjeta
4038,2025-10-10,91,1669,4,108.65,Presencial,Billetera
48617,2026-08-03,77,1361,6,21.84,Delivery,Tarjeta
158262,2026-08-11,102,1139,3,52.53,Presencial,Efectivo
67052,2026-02-07,109,1349,2,65.27,Presencial,Billetera
74157,2025-09-03,69,1112,2,32.26,Presencial,Efectivo
13007,2026-01-17,6,1193,1,22.46,Presencial,Efectivo
130661,2026-04-20,55,1503,2,13.85,Delivery,Efectivo
54524,2026-07-15,79,1695,4,84.88,Web,Efectivo
48711,2025-11-03,52,1113,1,52.05,Presencial,Efectivo
5463,2026-01-21,50,1107,1,14.46,Presencial,Tarjeta
162167,2026-01-25,91,1161,1,,Presencial,Efectivo
76126,2026-04-18,37,1276,1,4.07,Presencial,Tarjeta
58134,2026-01-12,20,1745,5,57.23,Presencial,Tarjeta
12503,2026-02-22,96,1582,4,29.85,Presencial,Billetera
198540,2026-03-23,34,1437,5,118.36,Presencial,Tarjeta
67191,2026-01-19,23,1131,4,27.33,Presencial,Tarjeta
123259,2026-04-24,62,1048,1,2.60,Presencial,Efectivo
93418,2025-12-09,63,1610,6,97.47,Presencial,Tarjeta
306,2025-12-15,114,1298,5,29.20,Delivery,Tarjeta
170651,2026-02-05,112,1783,3,77.64,Presencial,Tarjeta
108238,2026-07-09,102,1711,5,48.38,Delivery,Efectivo
77513,2026-01-07,19,1348,6,53.10,Presencial,Tarjeta
69064,2026-07-29,120,1412,2,34.53,Delivery,Efectivo
30757,2025-09-27,28,1705,6,101.57,Delivery,Billetera
15423,2025-12-26,22,1573,1,10.47,Presencial,Tarjeta
646,2025-12-03,40,1097,3,143.00,Delivery,Efectivo
161929,2026-06-07,33,1700,2,4.00,Presencial,Tarjeta
70717,2026-05-07,67,1068,4,188.11,Delivery,Tarjeta
179136,2026-05-06,21,1479,5,186.98,Presencial,Tarjeta
192290,2026-02-09,86,1700,5,10.15,Presencial,Tarjeta
14939,2025-12-10,9,1651,4,111.53,Presencial,Efectivo
65049,2026-08-01,63,1657,5,143.80,Presencial,Efectivo
49450,2026-01-15,35,1478,1,22.18,Presencial,Tarjeta
132166,2026-02-28,37,1135,5,123.21,Presencial,Billetera
91217,2025-09-22,41,1432,3,34.81,Delivery,Billetera
55070,2025-12-07,12,1207,4,63.41,Presencial,Efectivo
58619,2026-07-07,77,1103,4,,Presencial,Efectivo
174346,2026-03-16,95,1625,2,116.05,Presencial,Tarjeta
174133,2026-06-09,27,1625,2,114.27,Presencial,Tarjeta
124994,2025-09-14,47,1116,2,35.42,Presencial,Tarjeta
135430,2025-11-03,94,1160,2,,Web,Billetera
163906,2026-05-27,100,1350,4,142.73,Presencial,Tarjeta
139998,2025-09-30,44,1614,5,30.31,Presencial,Efectivo
159360,2026-03-21,31,1472,1,54.43,Web,Efectivo
37997,2026-01-24,57,1061,3,83.23,Presencial,Efectivo
4957,2025-10-07,54,1050,6,249.36,Presencial,Tarjeta
151076,2025-12-10,57,1170,3,107.53,Presencial,Efectivo
116156,2026-04-04,47,1401,5,86.22,Presencial,Efectivo
199625,2025-11-22,100,1055,6,506.68,Presencial,Tarjeta
115587,2025-10-05,50,1672,6,173.71,Presencial,Tarjeta
142005,2025-12-08,78,1192,2,10.05,Presencial,Tarjeta
134208,2025-11-25,65,1484,5,42.48,Delivery,Efectivo
156296,2025-10-05,65,1103,3,79.22, Presencial ,Efectivo
77923,2026-03-12,104,1757,3,29.58,Delivery,Efectivo
106260,2026-07-21,118,1771,5,32.36,Presencial,Efectivo
178272,2026-04-20,9,1110,3,,Presencial,Efectivo
120440,2025-09-10,77,1298,6,34.51,Delivery,Tarjeta
7204,2025-10-26,12,1264,5,65.81,Presencial,Tarjeta
1072,2026-06-05,2,1461,4,16.83,Presencial,Billetera
9859,2025-10-10,116,1132,6,337.35,Delivery,Tarjeta
102244,2026-08-21,20,1557,6,81.67,Presencial,Tarjeta
101796,2026-02-11,28,1117,3,41.46,Presencial,Efectivo
130969,2025-12-23,24,1666,2,12.78,Presencial,Efectivo
66998,2026-05-02,50,1694,4,78.28,Presencial,Efectivo
139249,2026-08-29,57,1319,5,131.24,Delivery,Billetera
162891,2025-10-02,55,1393,5,312.26,Delivery,Efectivo
169280,2025-09-15,110,1764,1,2.53,Presencial,Efectivo
52684,2026-06-09,117,1261,9,390.42,Presencial,Efectivo
79331,2026-03-17,88,1786,4,132.24,Presencial,Tarjeta
199724,2025-10-30,94,1585,2,196.37,Presencial,Efectivo
138409,2026-07-06,19,1058,5,146.51,Delivery,Efectivo
54994,2025-12-26,44,1231,1,43.87,Presencial,Efectivo
163856,2026-02-18,92,1082,1,23.61,Web,Efectivo
1972,2025-12-18,4,1553,1,25.60,Presencial,Tarjeta
170093,2025-10-07,80,1089,5,72.49,Presencial,Billetera
83458,2025-12-21,43,1182,2,54.90,Presencial,Efectivo
175381,2026-03-04,99,1255,2,12.33,Presencial,Billetera
62158,2026-04-16,15,1415,6,125.47,Delivery,Tarjeta
195557,2025-10-16,30,1169,1,81.92,Presencial,Efectivo
93204,2025-10-05,19,1050,5,213.09,Presencial,Efectivo
181571,2026-08-21,12,1167,2,44.81,Web,Efectivo
138460,2026-06-29,56,1784,3,16.22,Presencial,Tarjeta
137279,2026-05-22,117,1647,2,31.98,Presencial,Billetera
183223,2026-06-03,43,1688,4,10.15,Delivery,Tarjeta
158818,2026-08-31,78,1083,6,125.89,Delivery,Tarjeta
129758,2026-08-01,96,1252,2,11.00,Presencial,Efectivo
69042,2026-01-12,76,1210,3,99.70,Presencial,Billetera
89652,2026-01-02,120,1483,5,118.64,Presencial,Efectivo
136799,2025-12-06,94,1186,5,135.43,Presencial,Efectivo
93753,2026-06-17,78,1155,3,161.15,Presencial,Efectivo
188894,2025-10-20,56,1561,3,118.06,Presencial,Tarjeta
11678,2025-09-19,94,1335,5,312.18,Presencial,Billetera
114830,2026-05-03,78,1015,5,81.24,Presencial,Tarjeta
44065,2026-02-26,31,1060,2,22.05,Presencial,Efectivo
164733,2026-06-07,31,1501,3,26.71,Delivery,Efectivo
65877,2026-03-08,70,1145,3,38.16,Delivery,Billetera
70363,2026-04-30,42,1073,3,174.84,Presencial,Tarjeta
166382,2025-09-24,87,1717,4,93.78,Presencial,Billetera
84255,2026-08-16,115,1398,5,150.97,Delivery,Efectivo
149866,2026-04-04,77,1505,6,90.43,Presencial,Tarjeta
163064,2025-11-07,21,1076,5,225.23,Presencial,Tarjeta
85299,2026-06-22,101,1277,3,23.22,DELIVERY,Efectivo
74729,2026-06-24,28,1215,3,78.29,Presencial,Efectivo
82936,2025-12-03,55,1203,5,78.60,Delivery,Billetera
43306,2026-06-08,44,1404,1,8.72,Presencial,Tarjeta
79904,2025-10-10,18,1562,2,34.40,Presencial,Efectivo
