usuario_id,fecha,variante,dispositivo,gasto_previo_30d,convirtio,monto_compra
U101664,2026-08-15,A,Desktop,57.39,0,
U101665,2026-08-09,B,Desktop,99.26,0,
U101666,2026-08-05,B,iOS,70.57,0,
U101667,2026-08-23,B,Android,13.7,0,
U101668,2026-08-23,B,Android,143.81,1,151.72
U101669,2026-08-16,B,iOS,65.55,0,
U101670,2026-08-21,A,Desktop,79.77,0,
U101671,2026-08-12,B,Android,160.91,1,181.95
U101672,2026-08-16,B,Desktop,86.02,0,
U101673,2026-08-22,A,Android,29.35,0,
U101674,2026-08-04,A,iOS,16.07,1,256.62
U101675,2026-08-23,A,Android,131.71,0,
U101676,2026-08-07,A,iOS,23.55,0,
U101677,2026-08-06,B,Android,180.77,0,
U101678,2026-08-08,B,Android,182.17,0,
U101679,2026-08-14,A,Desktop,39.91,1,65.6
U101680,2026-08-22,A,Android,76.05,0,
U101681,2026-08-18,A,iOS,68.84,0,
U101682,2026-08-16,A,Desktop,293.32,0,
U101683,2026-08-10,B,Desktop,138.39,0,
U101684,2026-08-09,A,iOS,209.46,0,
U101685,2026-08-17,B,Desktop,44.72,0,
U101686,2026-08-17,A,Desktop,149.87,0,
U101687,2026-08-10,B,Android,109.29,0,
U101688,2026-08-21,B,iOS,93.19,0,
U101689,2026-08-11,B,Android,64.08,0,
U101690,2026-08-22,A,Desktop,174.44,0,
U101691,2026-08-05,A,Android,133.95,0,
U101692,2026-08-08,B,iOS,22.33,0,
U101693,2026-08-15,B,Android,107.49,0,
U101694,2026-08-08,A,iOS,57.05,0,
U101695,2026-08-17,A,Desktop,99.25,0,
U101696,2026-08-16,B,Desktop,64.45,0,
U101697,2026-08-21,B,Android,169.24,0,
U101698,2026-08-08,A,Android,64.29,0,
U101699,2026-08-11,A,Android,66.36,0,
U101700,2026-08-20,B,Android,132.67,0,
U101701,2026-08-13,A,iOS,63.25,0,
U101702,2026-08-10,A,Android,130.29,0,
U101703,2026-08-05,B,iOS,31.49,0,
U101704,2026-08-21,B,Android,167.35,0,
U101705,2026-08-23,A,Android,54.78,0,
U101706,2026-08-05,B,Desktop,67.81,0,
U101707,2026-08-19,B,Android,124.11,0,
U101708,2026-08-21,B,Android,170.0,0,
U101709,2026-08-04,B,Android,69.83,0,
U101710,2026-08-16,B,Android,51.05,0,
U101711,2026-08-08,A,Desktop,210.21,1,214.08
U101712,2026-08-08,B,Android,95.22,0,
U101713,2026-08-23,B,Desktop,157.09,0,
U101714,2026-08-21,B,Android,17.31,0,
U101715,2026-08-22,B,Android,154.34,0,
U101716,2026-08-20,A,iOS,471.4,0,
U101717,2026-08-13,A,Desktop,24.52,0,
U101718,2026-08-12,B,Android,155.16,0,
U101719,2026-08-03,A,Desktop,88.83,0,
U101720,2026-08-18,B,Desktop,622.03,0,
U101721,2026-08-10,A,Desktop,328.15,0,
U101722,2026-08-08,A,Android,259.66,0,
U101723,2026-08-21,B,Desktop,151.69,0,
U101724,2026-08-18,A,iOS,71.02,1,159.66
U101725,2026-08-18,A,Desktop,103.4,0,
U101726,2026-08-18,B,Android,90.29,0,
U101727,2026-08-15,A,Android,64.51,0,
U101728,2026-08-21,B,Android,91.24,0,
U101729,2026-08-23,A,Desktop,361.03,1,381.58
U101730,2026-08-13,A,Android,107.04,0,
U101731,2026-08-13,A,iOS,30.71,0,
U101732,2026-08-03,A,Android,118.23,0,
U101733,2026-08-21,A,Android,127.97,0,
U101734,2026-08-10,B,Android,194.45,0,
U101735,2026-08-17,B,Android,68.55,0,
U101736,2026-08-12,B,Desktop,141.85,0,
U101737,2026-08-19,B,iOS,189.24,0,
U101738,2026-08-05,B,iOS,183.02,1,111.06
U101739,2026-08-11,B,Android,113.71,0,
U101740,2026-08-05,B,Android,273.58,1,242.97
U101741,2026-08-21,B,iOS,71.69,0,
U101742,2026-08-16,A,Desktop,143.31,0,
U101743,2026-08-19,B,Android,53.47,0,
U101744,2026-08-07,B,Desktop,144.72,0,
U101745,2026-08-03,A,Desktop,115.98,0,
U101746,2026-08-15,B,Android,38.9,0,
U101747,2026-08-18,B,Android,185.69,0,
U101748,2026-08-15,A,Desktop,261.45,0,
U101749,2026-08-20,B,Android,301.83,0,
U101750,2026-08-05,A,iOS,177.47,0,
U101751,2026-08-15,B,Desktop,12.87,1,176.21
U101752,2026-08-14,A,Android,275.0,0,
U101753,2026-08-07,B,Desktop,133.19,0,
U101754,2026-08-22,B,Android,62.0,0,
U101755,2026-08-05,B,Desktop,62.96,0,
U101756,2026-08-08,A,Desktop,226.35,0,
U101757,2026-08-13,A,Android,81.88,0,
U101758,2026-08-23,A,iOS,107.48,0,
U101759,2026-08-17,B,Desktop,65.9,0,
U101760,2026-08-07,A,Desktop,41.16,0,
U101761,2026-08-15,B,Desktop,90.65,0,
U101762,2026-08-21,A,Android,106.76,0,
U101763,2026-08-11,B,iOS,190.29,0,
U101764,2026-08-15,A,iOS,77.7,1,156.02
U101765,2026-08-15,A,Desktop,92.83,0,
U101766,2026-08-14,B,Android,52.18,0,
U101767,2026-08-17,A,Android,18.24,1,184.87
U101768,2026-08-06,A,iOS,102.02,0,
U101769,2026-08-05,A,Android,41.92,0,
U101770,2026-08-05,B,Android,37.26,0,
U101771,2026-08-09,A,iOS,131.93,1,159.0
U101772,2026-08-13,A,Desktop,37.21,0,
U101773,2026-08-12,B,Android,49.2,0,
U101774,2026-08-19,A,Desktop,155.24,0,
U101775,2026-08-08,A,Desktop,54.77,0,
U101776,2026-08-05,B,iOS,230.0,0,
U101777,2026-08-21,A,Desktop,134.14,0,
U101778,2026-08-04,B,Desktop,75.97,0,
U101779,2026-08-06,B,Desktop,165.44,0,
U101780,2026-08-21,B,Desktop,172.44,0,
U101781,2026-08-20,B,iOS,36.3,0,
U101782,2026-08-11,A,iOS,80.49,0,
U101783,2026-08-05,B,Desktop,106.18,0,
U101784,2026-08-23,B,Android,36.52,0,
U101785,2026-08-21,B,iOS,88.18,0,
U101786,2026-08-13,B,Android,70.7,1,65.9
U101787,2026-08-22,A,Android,192.53,0,
U101788,2026-08-22,B,Android,82.08,0,
U101789,2026-08-16,B,Android,66.05,1,373.85
U101790,2026-08-06,B,iOS,63.97,0,
U101791,2026-08-09,B,Android,120.42,0,
U101792,2026-08-18,A,iOS,374.01,0,
U101793,2026-08-21,B,iOS,88.06,0,
U101794,2026-08-17,A,Android,146.64,0,
U101795,2026-08-20,A,iOS,121.79,1,79.45
U101796,2026-08-05,B,iOS,170.33,0,
U101797,2026-08-06,A,Desktop,84.41,0,
U101798,2026-08-06,A,Android,259.07,0,
U101799,2026-08-21,B,iOS,264.88,0,
U101800,2026-08-08,A,Android,73.82,0,
U101801,2026-08-04,A,Android,200.6,0,
U101802,2026-08-16,A,Android,34.87,0,
U101803,2026-08-21,B,Android,87.32,0,
U101804,2026-08-11,B,Desktop,50.1,0,
U101805,2026-08-09,B,Android,182.15,0,
U101806,2026-08-23,B,Android,116.64,0,
U101807,2026-08-10,B,Desktop,38.31,1,159.95
U101808,2026-08-06,A,Desktop,170.19,0,
U101809,2026-08-14,A,Android,180.75,0,
U101810,2026-08-05,B,iOS,177.15,0,
U101811,2026-08-08,B,iOS,67.58,0,
U101812,2026-08-08,A,Desktop,221.07,0,
U101813,2026-08-15,A,Desktop,75.41,0,
U101814,2026-08-15,A,Android,78.5,0,
U101815,2026-08-07,B,Android,103.97,0,
U101816,2026-08-13,B,Desktop,149.04,0,
U101817,2026-08-11,B,Android,57.21,1,225.27
U101818,2026-08-17,A,Android,61.49,0,
U101819,2026-08-23,A,Android,107.88,0,
U101820,2026-08-23,B,Android,113.24,0,
U101821,2026-08-04,B,Android,178.77,0,
U101822,2026-08-20,B,Desktop,69.8,0,
U101823,2026-08-08,A,Android,76.14,1,104.28
U101824,2026-08-19,A,Android,82.48,0,
U101825,2026-08-08,B,Desktop,48.79,0,
U101826,2026-08-22,B,Android,79.05,0,
U101827,2026-08-07,A,iOS,95.62,0,
U101828,2026-08-06,B,Android,185.29,0,
U101829,2026-08-17,A,Desktop,200.36,0,
U101830,2026-08-08,A,Desktop,424.28,0,
U101831,2026-08-04,A,iOS,63.03,0,
U101832,2026-08-07,B,Android,205.3,0,
U101833,2026-08-05,A,Desktop,32.26,0,
U101834,2026-08-14,B,Desktop,67.18,0,
U101835,2026-08-09,B,Desktop,197.29,0,
U101836,2026-08-10,B,Android,105.98,0,
U101837,2026-08-15,B,Desktop,159.61,0,
U101838,2026-08-23,A,Android,61.84,0,
U101839,2026-08-18,A,iOS,129.28,0,
U101840,2026-08-09,B,Desktop,69.32,0,
U101841,2026-08-11,B,Android,61.99,0,
U101842,2026-08-14,B,Android,186.97,0,
U101843,2026-08-20,A,Android,199.49,0,
U101844,2026-08-07,A,Android,60.66,0,
U101845,2026-08-11,A,iOS,79.43,0,
U101846,2026-08-18,B,Android,270.84,0,
U101847,2026-08-19,B,Desktop,81.12,0,
U101848,2026-08-20,B,Android,67.45,0,
U101849,2026-08-17,A,Android,50.12,0,
U101850,2026-08-22,A,Android,99.18,0,
U101851,2026-08-19,B,Desktop,180.21,0,
U101852,2026-08-05,A,Android,35.75,0,
U101853,2026-08-17,A,Android,75.99,0,
U101854,2026-08-23,B,Android,225.44,0,
U101855,2026-08-16,A,Android,36.11,1,85.34
U101856,2026-08-08,A,iOS,23.06,0,
U101857,2026-08-14,A,Android,99.42,0,
U101858,2026-08-03,A,Android,66.45,0,
U101859,2026-08-10,A,iOS,21.84,0,
U101860,2026-08-06,B,Desktop,89.09,0,
U101861,2026-08-07,A,Android,114.59,0,
U101862,2026-08-13,A,iOS,426.85,0,
U101863,2026-08-13,A,iOS,196.9,0,
U101864,2026-08-21,B,iOS,45.44,0,
U101865,2026-08-14,B,Android,214.3,0,
U101866,2026-08-16,B,iOS,109.92,0,
U101867,2026-08-03,B,iOS,54.26,0,
U101868,2026-08-12,B,Android,65.24,0,
U101869,2026-08-22,A,Desktop,410.59,0,
U101870,2026-08-10,B,iOS,287.28,0,
U101871,2026-08-23,A,Android,69.6,0,
U101872,2026-08-14,B,Android,205.01,0,
U101873,2026-08-17,A,Android,117.91,1,56.4
U101874,2026-08-08,B,Android,53.0,0,
U101875,2026-08-05,A,Android,342.21,0,
U101876,2026-08-12,A,Android,62.25,0,
U101877,2026-08-19,B,Android,42.32,0,
U101878,2026-08-17,A,Android,451.23,0,
U101879,2026-08-04,B,Android,514.79,0,
U101880,2026-08-20,B,Android,242.26,0,
U101881,2026-08-17,A,Android,47.28,0,
U101882,2026-08-18,B,Android,103.72,0,
U101883,2026-08-10,A,Desktop,32.88,0,
U101884,2026-08-22,B,Desktop,32.56,0,
U101885,2026-08-11,A,Android,225.82,0,
U101886,2026-08-18,A,Desktop,119.92,0,
U101887,2026-08-04,B,Android,13.73,0,
U101888,2026-08-06,A,Android,35.27,1,437.71
U101889,2026-08-21,A,iOS,119.64,0,
U101890,2026-08-22,B,Android,84.91,1,244.11
U101891,2026-08-23,A,Desktop,381.81,1,109.45
U101892,2026-08-13,B,Desktop,65.27,0,
U101893,2026-08-10,A,Android,100.54,0,
U101894,2026-08-14,B,Desktop,123.54,0,
U101895,2026-08-05,A,Android,32.15,0,
U101896,2026-08-12,A,Desktop,108.24,0,
U101897,2026-08-19,B,Desktop,145.99,0,
U101898,2026-08-21,B,Android,113.4,0,
U101899,2026-08-04,A,Android,50.37,0,
U101900,2026-08-14,B,iOS,177.31,0,
U101901,2026-08-19,B,iOS,54.4,0,
U101902,2026-08-06,B,Android,251.43,0,
U101903,2026-08-17,B,Desktop,99.93,0,
U101904,2026-08-04,A,Desktop,154.53,0,
U101905,2026-08-13,B,Android,47.98,0,
U101906,2026-08-04,B,Android,14.08,0,
U101907,2026-08-12,B,Desktop,66.77,0,
U101908,2026-08-16,B,Desktop,133.38,0,
U101909,2026-08-08,B,Desktop,70.62,0,
U101910,2026-08-06,B,iOS,237.59,0,
U101911,2026-08-14,B,Desktop,57.23,0,
U101912,2026-08-18,B,iOS,139.49,1,112.49
U101913,2026-08-14,A,Android,35.52,0,
U101914,2026-08-05,B,Android,48.42,0,
U101915,2026-08-18,B,Desktop,86.14,0,
U101916,2026-08-19,B,Android,228.79,1,114.0
U101917,2026-08-14,B,Android,78.47,0,
U101918,2026-08-18,A,Android,47.59,0,
U101919,2026-08-07,A,Desktop,72.03,0,
U101920,2026-08-15,B,Android,175.7,0,
U101921,2026-08-09,B,iOS,39.34,0,
U101922,2026-08-08,A,iOS,76.24,1,77.69
U101923,2026-08-03,B,iOS,110.91,1,121.44
U101924,2026-08-20,A,Android,271.87,0,
U101925,2026-08-18,B,Android,157.15,0,
U101926,2026-08-22,B,Android,49.4,0,
U101927,2026-08-05,A,iOS,198.74,1,85.68
U101928,2026-08-15,A,Desktop,91.48,0,
U101929,2026-08-03,B,Android,163.9,0,
U101930,2026-08-11,A,Android,267.29,1,212.1
U101931,2026-08-05,A,iOS,296.57,0,
U101932,2026-08-17,A,iOS,99.14,0,
U101933,2026-08-05,B,Android,137.63,0,
U101934,2026-08-17,A,Android,51.37,0,
U101935,2026-08-06,B,Desktop,205.74,0,
U101936,2026-08-16,A,Android,145.01,0,
U101937,2026-08-15,B,Android,115.56,0,
U101938,2026-08-20,B,Android,61.59,0,
U101939,2026-08-06,A,Desktop,75.31,0,
U101940,2026-08-13,B,Desktop,62.12,0,
U101941,2026-08-18,B,Android,84.06,0,
U101942,2026-08-04,A,Android,46.67,0,
U101943,2026-08-18,B,Desktop,259.06,0,
U101944,2026-08-08,B,Android,163.19,0,
U101945,2026-08-04,A,Desktop,38.09,0,
U101946,2026-08-20,A,Android,49.23,0,
U101947,2026-08-23,B,Android,132.11,0,
U101948,2026-08-09,B,Android,60.57,0,
U101949,2026-08-19,B,Desktop,37.89,0,
U101950,2026-08-14,B,Desktop,79.63,0,
U101951,2026-08-06,A,iOS,99.74,0,
U101952,2026-08-21,B,Android,120.42,0,
U101953,2026-08-12,A,Desktop,89.12,0,
U101954,2026-08-07,A,iOS,116.41,0,
U101955,2026-08-07,B,Android,108.85,0,
U101956,2026-08-07,B,Android,105.16,0,
U101957,2026-08-12,B,Desktop,103.7,0,
U101958,2026-08-08,A,Android,36.48,0,
U101959,2026-08-23,A,Android,66.59,0,
U101960,2026-08-16,B,Android,124.92,0,
U101961,2026-08-08,A,Android,97.37,0,
U101962,2026-08-19,A,Desktop,45.21,0,
U101963,2026-08-10,A,Android,176.72,1,123.95
U101964,2026-08-04,B,Android,195.43,0,
U101965,2026-08-23,B,iOS,143.34,0,
U101966,2026-08-03,A,Android,151.54,0,
U101967,2026-08-07,B,Desktop,240.61,0,
U101968,2026-08-22,A,Android,209.83,0,
U101969,2026-08-19,A,iOS,163.51,0,
U101970,2026-08-21,A,iOS,74.95,0,
U101971,2026-08-03,B,Android,69.24,0,
U101972,2026-08-15,A,Desktop,25.57,0,
U101973,2026-08-13,B,iOS,47.96,0,
U101974,2026-08-05,A,Desktop,270.31,1,134.05
U101975,2026-08-21,B,Desktop,52.57,0,
U101976,2026-08-21,B,Desktop,85.58,0,
U101977,2026-08-15,A,Android,215.45,0,
U101978,2026-08-03,A,Android,99.17,1,141.17
U101979,2026-08-13,A,Android,78.5,0,
U101980,2026-08-18,A,Android,348.48,0,
U101981,2026-08-08,B,Android,91.06,0,
U101982,2026-08-13,B,Desktop,155.25,0,
U101983,2026-08-07,A,Android,166.67,0,
U101984,2026-08-13,A,Android,267.05,0,
U101985,2026-08-18,B,Desktop,42.6,0,
U101986,2026-08-11,B,Android,107.7,0,
U101987,2026-08-03,A,Android,113.97,0,
U101988,2026-08-10,B,Android,53.09,0,
U101989,2026-08-10,A,Desktop,14.45,0,
U101990,2026-08-17,A,Desktop,195.67,0,
U101991,2026-08-03,A,Desktop,42.63,0,
U101992,2026-08-18,A,Android,71.49,0,
U101993,2026-08-07,A,Desktop,137.48,0,
U101994,2026-08-13,A,Android,65.75,0,
U101995,2026-08-18,B,Android,68.77,0,
U101996,2026-08-15,A,Android,90.5,0,
U101997,2026-08-16,A,Desktop,69.4,0,
U101998,2026-08-14,A,Desktop,31.46,0,
U101999,2026-08-19,B,iOS,223.05,0,
U102000,2026-08-06,A,iOS,250.98,0,
U102001,2026-08-17,A,Android,97.7,0,
U102002,2026-08-14,A,Android,54.59,0,
U102003,2026-08-20,B,Desktop,102.83,0,
U102004,2026-08-03,A,Desktop,277.93,0,
U102005,2026-08-23,A,Android,81.96,0,
U102006,2026-08-13,B,Desktop,31.54,0,
U102007,2026-08-09,A,Android,55.27,1,328.52
U102008,2026-08-11,B,iOS,92.17,0,
U102009,2026-08-12,B,iOS,53.23,0,
U102010,2026-08-14,A,Desktop,121.74,0,
U102011,2026-08-19,B,Android,297.77,1,79.73
U102012,2026-08-05,B,Desktop,34.33,0,
U102013,2026-08-07,A,iOS,30.91,0,
U102014,2026-08-15,A,Desktop,32.25,0,
U102015,2026-08-15,B,Android,101.55,0,
U102016,2026-08-19,A,Android,73.74,1,106.18
U102017,2026-08-09,A,Android,122.56,0,
U102018,2026-08-04,B,Android,63.07,0,
U102019,2026-08-15,A,Android,110.03,0,
U102020,2026-08-10,A,Desktop,21.32,0,
U102021,2026-08-06,A,Android,85.12,0,
U102022,2026-08-12,B,iOS,116.86,0,
U102023,2026-08-20,A,Android,38.06,0,
U102024,2026-08-23,B,Desktop,87.55,0,
U102025,2026-08-22,B,Android,113.29,0,
U102026,2026-08-18,A,Desktop,229.03,0,
U102027,2026-08-12,A,Desktop,36.7,0,
U102028,2026-08-21,B,Android,23.41,0,
U102029,2026-08-14,B,Android,119.37,0,
U102030,2026-08-14,A,iOS,38.86,1,381.41
U102031,2026-08-06,A,Android,37.87,0,
U102032,2026-08-21,A,iOS,81.81,0,
U102033,2026-08-22,A,Android,174.38,0,
U102034,2026-08-09,B,iOS,37.07,0,
U102035,2026-08-06,B,Android,692.2,0,
U102036,2026-08-10,B,Desktop,113.9,0,
U102037,2026-08-09,B,Android,47.32,0,
U102038,2026-08-09,B,Android,132.24,1,200.3
U102039,2026-08-16,B,Android,160.0,0,
U102040,2026-08-14,A,Android,39.67,0,
U102041,2026-08-09,B,Android,96.66,0,
U102042,2026-08-03,A,Android,61.18,0,
U102043,2026-08-22,B,iOS,30.87,0,
U102044,2026-08-03,A,Android,154.37,0,
U102045,2026-08-12,B,Android,80.61,0,
U102046,2026-08-11,B,Android,218.48,0,
U102047,2026-08-10,A,Android,29.1,0,
U102048,2026-08-11,B,iOS,66.8,0,
U102049,2026-08-05,B,iOS,47.4,0,
U102050,2026-08-06,A,Android,33.86,1,294.14
U102051,2026-08-08,A,iOS,30.6,0,
U102052,2026-08-10,A,iOS,310.1,0,
U102053,2026-08-04,B,Android,199.68,1,99.65
U102054,2026-08-12,B,Android,294.79,0,
U102055,2026-08-12,A,Android,42.75,0,
U102056,2026-08-12,B,iOS,262.15,0,
U102057,2026-08-19,B,Android,146.35,0,
U102058,2026-08-17,B,Android,209.2,0,
U102059,2026-08-16,A,Android,47.27,0,
U102060,2026-08-19,B,iOS,53.6,0,
U102061,2026-08-20,A,Android,154.46,0,
U102062,2026-08-08,B,Android,67.62,0,
U102063,2026-08-11,A,Android,64.52,0,
U102064,2026-08-12,A,Android,92.87,0,
U102065,2026-08-16,B,Android,69.99,0,
U102066,2026-08-20,B,iOS,58.53,0,
U102067,2026-08-21,B,Desktop,156.71,0,
U102068,2026-08-09,A,iOS,65.89,0,
U102069,2026-08-21,A,iOS,81.73,0,
U102070,2026-08-05,A,Android,118.66,0,
U102071,2026-08-10,A,iOS,125.9,0,
U102072,2026-08-12,B,iOS,184.37,0,
U102073,2026-08-06,A,iOS,284.86,0,
U102074,2026-08-17,A,Android,74.35,0,
U102075,2026-08-06,B,Android,120.78,0,
U102076,2026-08-06,B,Android,50.23,0,
U102077,2026-08-14,A,Android,85.53,0,
U102078,2026-08-08,B,iOS,142.02,0,
U102079,2026-08-06,A,Android,247.72,0,
U102080,2026-08-19,B,iOS,64.18,0,
U102081,2026-08-08,B,Android,50.21,1,222.71
U102082,2026-08-23,A,Android,123.8,0,
U102083,2026-08-03,B,iOS,242.61,0,
U102084,2026-08-22,A,Desktop,111.68,0,
U102085,2026-08-07,A,Android,15.83,0,
U102086,2026-08-09,B,Android,46.71,0,
U102087,2026-08-06,B,iOS,61.6,0,
U102088,2026-08-06,B,Android,83.86,0,
U102089,2026-08-05,B,Android,115.19,0,
U102090,2026-08-11,B,Android,409.6,0,
U102091,2026-08-15,A,iOS,107.47,0,
U102092,2026-08-13,B,Desktop,44.43,0,
U102093,2026-08-23,B,Desktop,61.82,0,
U102094,2026-08-18,A,Android,368.03,0,
U102095,2026-08-06,A,Android,113.1,0,
U102096,2026-08-14,B,iOS,79.07,0,
U102097,2026-08-11,B,Desktop,59.71,0,
U102098,2026-08-05,A,iOS,81.64,0,
U102099,2026-08-22,B,Android,47.1,0,
U102100,2026-08-07,B,iOS,165.06,0,
U102101,2026-08-05,B,Android,103.24,0,
U102102,2026-08-03,B,Android,62.04,0,
U102103,2026-08-19,B,Android,32.09,0,
U102104,2026-08-07,B,Desktop,151.8,0,
U102105,2026-08-15,B,Desktop,56.05,0,
U102106,2026-08-19,A,Desktop,36.81,0,
U102107,2026-08-13,A,Android,60.29,0,
U102108,2026-08-08,B,iOS,122.43,0,
U102109,2026-08-11,B,Desktop,57.62,0,
U102110,2026-08-20,A,Android,57.06,0,
U102111,2026-08-06,B,Desktop,33.79,0,
U102112,2026-08-06,A,Android,39.75,0,
U102113,2026-08-21,A,Desktop,117.05,0,
U102114,2026-08-10,A,Android,50.03,0,
U102115,2026-08-23,A,Android,83.66,0,
U102116,2026-08-18,A,Android,236.16,1,78.39
U102117,2026-08-22,A,Desktop,100.23,0,
U102118,2026-08-04,A,Desktop,241.98,0,
U102119,2026-08-08,B,Android,218.11,1,42.45
U102120,2026-08-10,B,Desktop,47.34,0,
U102121,2026-08-21,B,Android,544.64,1,166.85
U102122,2026-08-17,B,Android,64.15,0,
U102123,2026-08-18,A,Desktop,26.53,0,
U102124,2026-08-23,A,Android,515.9,1,213.92
U102125,2026-08-19,A,iOS,99.98,0,
U102126,2026-08-20,A,Desktop,56.3,1,461.07
U102127,2026-08-08,B,iOS,83.94,0,
U102128,2026-08-14,A,Desktop,102.31,0,
U102129,2026-08-09,A,Desktop,139.83,0,
U102130,2026-08-21,B,Desktop,106.25,0,
U102131,2026-08-04,A,Desktop,127.7,0,
U102132,2026-08-06,A,Desktop,287.54,0,
U102133,2026-08-14,B,Desktop,25.76,0,
U102134,2026-08-04,B,Android,59.52,1,259.51
U102135,2026-08-12,B,Android,52.45,0,
U102136,2026-08-14,A,iOS,75.98,0,
U102137,2026-08-19,B,iOS,135.98,0,
U102138,2026-08-07,B,iOS,132.94,1,116.75
U102139,2026-08-09,B,Android,193.87,0,
U102140,2026-08-10,A,Desktop,155.85,1,159.55
U102141,2026-08-20,B,iOS,59.61,0,
U102142,2026-08-08,B,Android,90.99,0,
U102143,2026-08-03,A,Desktop,149.13,0,
U102144,2026-08-16,B,Android,43.0,0,
U102145,2026-08-19,B,Desktop,53.67,0,
U102146,2026-08-08,A,Desktop,114.95,0,
U102147,2026-08-06,A,Desktop,108.01,0,
U102148,2026-08-17,B,Desktop,71.44,0,
U102149,2026-08-23,A,iOS,83.55,0,
U102150,2026-08-14,A,Android,151.74,1,56.68
U102151,2026-08-23,A,iOS,223.5,0,
U102152,2026-08-13,B,iOS,83.77,0,
U102153,2026-08-23,B,Desktop,172.39,0,
U102154,2026-08-11,B,Desktop,57.74,0,
U102155,2026-08-20,A,Android,68.1,0,
U102156,2026-08-23,B,iOS,66.12,0,
U102157,2026-08-09,B,Android,166.37,0,
U102158,2026-08-13,B,Android,63.1,0,
U102159,2026-08-11,A,iOS,129.58,1,76.32
U102160,2026-08-07,B,iOS,143.78,0,
U102161,2026-08-15,B,Android,147.97,0,
U102162,2026-08-13,B,Android,61.59,0,
U102163,2026-08-15,B,Desktop,374.39,1,172.76
U102164,2026-08-09,B,Desktop,229.01,0,
U102165,2026-08-08,A,iOS,84.54,0,
U102166,2026-08-14,A,Android,140.2,1,141.48
U102167,2026-08-13,B,Android,136.74,0,
U102168,2026-08-18,A,iOS,41.58,0,
U102169,2026-08-23,B,iOS,143.93,0,
U102170,2026-08-08,A,Desktop,63.71,0,
U102171,2026-08-20,A,Desktop,58.63,0,
U102172,2026-08-19,B,Android,78.64,0,
U102173,2026-08-20,B,iOS,34.44,0,
U102174,2026-08-03,A,iOS,82.93,0,
U102175,2026-08-05,B,Android,63.49,0,
U102176,2026-08-16,B,iOS,68.05,0,
U102177,2026-08-08,A,Android,125.47,0,
U102178,2026-08-18,B,Desktop,281.25,0,
U102179,2026-08-15,B,Desktop,122.59,0,
U102180,2026-08-21,A,Android,81.15,0,
U102181,2026-08-10,A,iOS,131.79,0,
U102182,2026-08-18,A,Desktop,85.26,1,68.32
U102183,2026-08-21,B,iOS,97.31,0,
U102184,2026-08-21,A,Android,117.64,0,
U102185,2026-08-08,A,iOS,333.26,0,
U102186,2026-08-16,B,Android,43.2,0,
U102187,2026-08-14,A,Android,40.87,0,
U102188,2026-08-04,B,Desktop,347.57,0,
U102189,2026-08-03,A,Android,68.12,0,
U102190,2026-08-16,B,Android,48.02,0,
U102191,2026-08-04,A,iOS,55.62,0,
U102192,2026-08-12,A,iOS,104.06,0,
U102193,2026-08-16,B,Desktop,60.61,0,
U102194,2026-08-07,B,Desktop,64.99,0,
U102195,2026-08-17,B,Android,154.18,0,
U102196,2026-08-04,A,Desktop,108.81,0,
U102197,2026-08-15,A,Desktop,109.61,0,
U102198,2026-08-06,A,Desktop,189.69,0,
U102199,2026-08-17,A,Desktop,111.8,0,
U102200,2026-08-13,A,Desktop,603.01,0,
U102201,2026-08-07,B,Android,93.41,0,
U102202,2026-08-10,B,Desktop,52.01,0,
U102203,2026-08-14,B,Desktop,216.39,0,
U102204,2026-08-19,B,Android,50.81,1,202.96
U102205,2026-08-13,B,Android,88.28,0,
U102206,2026-08-22,B,Android,169.32,1,103.19
U102207,2026-08-13,A,Desktop,90.77,0,
U102208,2026-08-20,A,Android,333.54,0,
U102209,2026-08-22,A,Android,68.51,0,
U102210,2026-08-10,A,Android,112.77,0,
U102211,2026-08-20,A,Desktop,47.71,0,
U102212,2026-08-04,B,Desktop,113.36,0,
U102213,2026-08-19,A,Android,171.85,0,
U102214,2026-08-21,B,Android,385.5,1,104.82
U102215,2026-08-14,B,Desktop,81.41,0,
U102216,2026-08-19,A,Desktop,152.55,0,
U102217,2026-08-23,A,Android,103.87,0,
U102218,2026-08-05,B,Android,107.46,0,
U102219,2026-08-14,A,Android,254.54,0,
U102220,2026-08-23,B,Android,54.22,1,111.01
U102221,2026-08-10,A,Desktop,40.23,0,
U102222,2026-08-17,B,Android,110.29,0,
U102223,2026-08-15,A,Android,67.89,0,
U102224,2026-08-13,B,Android,369.87,0,
U102225,2026-08-03,A,iOS,65.71,0,
U102226,2026-08-10,A,Desktop,362.24,0,
U102227,2026-08-10,A,Desktop,78.93,0,
U102228,2026-08-09,A,iOS,287.85,0,
U102229,2026-08-04,B,Android,97.76,0,
U102230,2026-08-19,B,Desktop,82.41,0,
U102231,2026-08-17,B,Desktop,248.39,0,
U102232,2026-08-16,B,Android,67.38,0,
U102233,2026-08-03,A,iOS,194.63,0,
U102234,2026-08-05,B,Desktop,159.55,0,
U102235,2026-08-12,B,Desktop,120.09,1,136.3
U102236,2026-08-05,A,Android,26.45,0,
U102237,2026-08-03,B,iOS,264.63,0,
U102238,2026-08-21,B,Desktop,348.6,0,
U102239,2026-08-11,B,Android,117.29,0,
U102240,2026-08-17,A,Desktop,52.72,0,
U102241,2026-08-08,B,Android,114.8,0,
