transaccion_id,tipo_operacion,version_api,datacenter,hora,franja,latencia_ms,error,satisfaccion
T503801,Transferencia,v2,Lima,22,Normal,266.8,0,4.0
T503802,Recarga celular,v2,Trujillo,0,Normal,115.2,0,4.0
T503803,Pago de servicios,v2,Lima,7,Normal,621.6,0,5.0
T503804,Transferencia,v2,Arequipa,10,Pico,309.3,0,4.0
T503805,Consulta de saldo,v2,Lima,15,Normal,99.5,0,4.0
T503806,Recarga celular,v2,Arequipa,21,Pico,181.1,0,4.0
T503807,Recarga celular,v1,Trujillo,2,Normal,207.8,0,4.0
T503808,Pago QR,v2,Lima,10,Pico,144.0,0,5.0
T503809,Pago de servicios,v1,Lima,13,Normal,401.7,0,5.0
T503810,Pago QR,v1,Lima,18,Pico,450.5,0,4.0
T503811,Transferencia,v2,Lima,20,Pico,184.3,0,5.0
T503812,Pago QR,v1,Trujillo,7,Normal,404.8,0,4.0
T503813,Pago QR,v1,Lima,17,Normal,247.3,0,4.0
T503814,Recarga celular,v1,Lima,5,Normal,140.7,0,3.0
T503815,Recarga celular,v2,Lima,2,Normal,194.4,0,5.0
T503816,Pago QR,v1,Lima,20,Pico,325.8,0,3.0
T503817,Transferencia,v1,Lima,18,Pico,499.0,0,4.0
T503818,Pago QR,v1,Arequipa,20,Pico,381.5,0,4.0
T503819,Consulta de saldo,v2,Trujillo,16,Normal,105.0,0,3.0
T503820,Pago QR,v2,Lima,22,Normal,270.7,0,4.0
T503821,Consulta de saldo,v2,Trujillo,4,Normal,70.4,0,4.0
T503822,Pago QR,v1,Arequipa,17,Normal,107.5,0,5.0
T503823,Transferencia,v2,Arequipa,23,Normal,365.0,0,5.0
T503824,Pago QR,v1,Lima,18,Pico,103.4,0,4.0
T503825,Pago de servicios,v2,Lima,2,Normal,277.1,0,4.0
T503826,Pago QR,v1,Lima,20,Pico,244.5,0,5.0
T503827,Transferencia,v2,Lima,9,Pico,371.4,0,3.0
T503828,Pago de servicios,v2,Arequipa,16,Normal,343.3,0,5.0
T503829,Consulta de saldo,v1,Lima,5,Normal,133.9,0,4.0
T503830,Transferencia,v1,Trujillo,17,Normal,671.6,0,2.0
T503831,Pago de servicios,v1,Arequipa,22,Normal,834.3,0,3.0
T503832,Pago QR,v2,Trujillo,5,Normal,292.6,0,4.0
T503833,Recarga celular,v2,Trujillo,10,Pico,127.4,0,5.0
T503834,Transferencia,v2,Arequipa,12,Normal,122.7,0,3.0
T503835,Pago QR,v2,Lima,0,Normal,107.2,0,4.0
T503836,Transferencia,v1,Arequipa,12,Normal,228.4,0,5.0
T503837,Consulta de saldo,v2,Lima,12,Normal,151.7,0,3.0
T503838,Pago QR,v2,Lima,4,Normal,200.2,0,5.0
T503839,Pago QR,v1,Lima,5,Normal,185.4,0,5.0
T503840,Pago QR,v2,Arequipa,0,Normal,105.1,0,4.0
T503841,Pago QR,v1,Trujillo,12,Normal,276.2,0,4.0
T503842,Transferencia,v2,Trujillo,18,Pico,327.7,0,5.0
T503843,Consulta de saldo,v1,Arequipa,3,Normal,123.7,0,5.0
T503844,Consulta de saldo,v2,Lima,23,Normal,156.0,0,4.0
T503845,Pago de servicios,v1,Lima,13,Normal,193.6,0,4.0
T503846,Pago QR,v2,Lima,11,Normal,175.5,0,4.0
T503847,Pago QR,v2,Lima,20,Pico,179.6,0,4.0
T503848,Consulta de saldo,v1,Lima,8,Pico,59.1,0,5.0
T503849,Pago de servicios,v1,Lima,14,Normal,642.0,0,4.0
T503850,Pago QR,v1,Trujillo,13,Normal,373.8,0,3.0
T503851,Pago QR,v1,Arequipa,5,Normal,252.9,0,3.0
T503852,Transferencia,v1,Lima,1,Normal,305.9,0,3.0
T503853,Recarga celular,v2,Trujillo,9,Pico,106.1,0,5.0
T503854,Pago QR,v1,Trujillo,22,Normal,273.1,0,5.0
T503855,Pago QR,v1,Lima,19,Pico,340.9,0,4.0
T503856,Pago QR,v1,Trujillo,12,Normal,185.9,0,4.0
T503857,Transferencia,v2,Lima,23,Normal,214.0,0,4.0
T503858,Consulta de saldo,v1,Trujillo,1,Normal,113.1,0,4.0
T503859,Transferencia,v1,Arequipa,20,Pico,304.5,0,5.0
T503860,Pago QR,v1,Lima,2,Normal,223.7,0,3.0
T503861,Pago de servicios,v2,Lima,5,Normal,393.8,0,4.0
T503862,Consulta de saldo,v1,Lima,19,Pico,293.5,0,5.0
T503863,Transferencia,v2,Arequipa,5,Normal,173.2,0,5.0
T503864,Consulta de saldo,v1,Trujillo,7,Normal,60.8,0,5.0
T503865,Pago QR,v1,Lima,0,Normal,318.3,0,5.0
T503866,Pago de servicios,v2,Lima,1,Normal,249.1,0,5.0
T503867,Recarga celular,v1,Trujillo,5,Normal,155.8,0,5.0
T503868,Pago QR,v2,Arequipa,0,Normal,469.6,0,4.0
T503869,Transferencia,v1,Lima,23,Normal,512.0,0,3.0
T503870,Pago QR,v2,Lima,13,Normal,370.2,1,4.0
T503871,Transferencia,v1,Lima,7,Normal,381.2,0,4.0
T503872,Transferencia,v2,Lima,10,Pico,210.4,0,4.0
T503873,Pago QR,v2,Trujillo,16,Normal,350.9,0,4.0
T503874,Consulta de saldo,v1,Lima,21,Pico,142.2,0,4.0
T503875,Pago QR,v1,Trujillo,2,Normal,440.7,0,3.0
T503876,Pago QR,v1,Arequipa,10,Pico,259.1,0,3.0
T503877,Pago de servicios,v1,Lima,23,Normal,138.9,0,4.0
T503878,Pago QR,v2,Trujillo,22,Normal,243.2,0,5.0
T503879,Pago QR,v2,Arequipa,14,Normal,117.7,0,4.0
T503880,Pago QR,v2,Trujillo,10,Pico,331.7,0,4.0
T503881,Recarga celular,v2,Lima,1,Normal,176.4,0,4.0
T503882,Consulta de saldo,v1,Lima,15,Normal,75.2,0,5.0
T503883,Transferencia,v2,Trujillo,22,Normal,366.4,0,4.0
T503884,Consulta de saldo,v2,Arequipa,4,Normal,108.2,0,4.0
T503885,Transferencia,v2,Arequipa,7,Normal,592.7,0,3.0
T503886,Transferencia,v1,Arequipa,13,Normal,274.9,0,4.0
T503887,Recarga celular,v1,Lima,9,Pico,271.7,0,4.0
T503888,Pago de servicios,v1,Lima,19,Pico,292.0,0,4.0
T503889,Recarga celular,v2,Arequipa,12,Normal,157.8,0,4.0
T503890,Pago de servicios,v2,Lima,21,Pico,213.9,0,4.0
T503891,Pago QR,v2,Lima,11,Normal,419.0,0,5.0
T503892,Transferencia,v2,Lima,20,Pico,527.2,0,3.0
T503893,Pago QR,v2,Arequipa,6,Normal,251.0,0,5.0
T503894,Consulta de saldo,v2,Lima,19,Pico,89.5,0,3.0
T503895,Transferencia,v1,Lima,13,Normal,1996.8,0,1.0
T503896,Transferencia,v2,Lima,4,Normal,229.1,0,5.0
T503897,Pago QR,v2,Arequipa,15,Normal,205.7,0,3.0
T503898,Consulta de saldo,v2,Lima,16,Normal,95.1,0,4.0
T503899,Transferencia,v1,Lima,10,Pico,289.7,0,4.0
T503900,Consulta de saldo,v2,Lima,7,Normal,79.0,0,4.0
T503901,Pago de servicios,v1,Trujillo,21,Pico,765.1,0,3.0
T503902,Pago QR,v1,Lima,5,Normal,215.7,0,5.0
T503903,Pago QR,v2,Lima,19,Pico,202.9,0,4.0
T503904,Consulta de saldo,v1,Lima,1,Normal,49.8,0,5.0
T503905,Transferencia,v1,Lima,12,Normal,137.9,0,3.0
T503906,Pago QR,v1,Trujillo,8,Pico,376.9,0,3.0
T503907,Transferencia,v2,Trujillo,7,Normal,365.5,0,3.0
T503908,Pago QR,v2,Arequipa,3,Normal,174.6,0,5.0
T503909,Pago QR,v2,Lima,13,Normal,198.7,0,4.0
T503910,Transferencia,v2,Arequipa,23,Normal,280.7,0,5.0
T503911,Transferencia,v1,Trujillo,12,Normal,194.9,0,3.0
T503912,Pago QR,v1,Trujillo,13,Normal,120.0,0,3.0
T503913,Transferencia,v1,Arequipa,23,Normal,482.1,0,4.0
T503914,Recarga celular,v2,Lima,8,Pico,224.9,0,4.0
T503915,Transferencia,v1,Lima,6,Normal,249.5,0,4.0
T503916,Recarga celular,v1,Arequipa,2,Normal,203.4,0,4.0
T503917,Transferencia,v1,Arequipa,20,Pico,2205.4,0,1.0
T503918,Transferencia,v2,Lima,23,Normal,220.1,0,4.0
T503919,Recarga celular,v2,Lima,4,Normal,223.5,0,5.0
T503920,Pago de servicios,v2,Lima,3,Normal,180.5,0,4.0
T503921,Consulta de saldo,v1,Lima,13,Normal,133.1,0,5.0
T503922,Pago QR,v2,Lima,16,Normal,396.3,0,4.0
T503923,Recarga celular,v2,Trujillo,18,Pico,184.4,0,5.0
T503924,Consulta de saldo,v1,Trujillo,23,Normal,89.2,0,5.0
T503925,Pago de servicios,v1,Lima,20,Pico,489.2,0,4.0
T503926,Consulta de saldo,v1,Lima,15,Normal,112.8,0,4.0
T503927,Consulta de saldo,v1,Lima,15,Normal,77.8,0,5.0
T503928,Pago QR,v2,Lima,11,Normal,140.9,0,5.0
T503929,Pago QR,v2,Lima,13,Normal,86.1,0,5.0
T503930,Transferencia,v1,Arequipa,5,Normal,214.2,0,4.0
T503931,Transferencia,v2,Trujillo,1,Normal,87.2,0,4.0
T503932,Consulta de saldo,v1,Trujillo,4,Normal,47.1,0,5.0
T503933,Consulta de saldo,v1,Lima,11,Normal,103.5,0,4.0
T503934,Pago QR,v1,Trujillo,11,Normal,191.7,0,
T503935,Transferencia,v2,Trujillo,20,Pico,339.3,0,
T503936,Transferencia,v2,Lima,4,Normal,258.3,0,3.0
T503937,Pago de servicios,v1,Arequipa,10,Pico,277.8,0,5.0
T503938,Consulta de saldo,v2,Lima,22,Normal,57.2,0,5.0
T503939,Consulta de saldo,v2,Arequipa,22,Normal,41.0,0,5.0
T503940,Pago de servicios,v1,Trujillo,2,Normal,424.5,0,4.0
T503941,Transferencia,v2,Lima,18,Pico,157.4,0,5.0
T503942,Recarga celular,v2,Lima,5,Normal,224.5,0,4.0
T503943,Transferencia,v1,Lima,8,Pico,323.0,0,3.0
T503944,Pago QR,v1,Lima,16,Normal,239.9,0,
T503945,Pago de servicios,v2,Lima,18,Pico,344.0,0,5.0
T503946,Recarga celular,v1,Lima,22,Normal,104.9,0,4.0
T503947,Pago de servicios,v1,Lima,21,Pico,175.4,0,4.0
T503948,Recarga celular,v1,Lima,21,Pico,126.5,0,5.0
T503949,Pago de servicios,v1,Trujillo,5,Normal,550.0,0,3.0
T503950,Pago QR,v2,Lima,16,Normal,265.2,0,5.0
T503951,Consulta de saldo,v2,Arequipa,22,Normal,187.9,0,5.0
T503952,Consulta de saldo,v2,Arequipa,18,Pico,37.3,0,5.0
T503953,Transferencia,v1,Trujillo,17,Normal,437.5,0,4.0
T503954,Pago QR,v1,Arequipa,23,Normal,381.2,0,4.0
T503955,Pago QR,v1,Lima,0,Normal,156.2,0,5.0
T503956,Transferencia,v1,Arequipa,2,Normal,273.1,0,4.0
T503957,Pago de servicios,v2,Lima,10,Pico,513.0,0,4.0
T503958,Pago de servicios,v1,Arequipa,18,Pico,359.5,0,4.0
T503959,Recarga celular,v2,Arequipa,7,Normal,104.1,0,4.0
T503960,Transferencia,v1,Trujillo,3,Normal,149.6,0,4.0
T503961,Pago de servicios,v2,Lima,15,Normal,429.0,0,3.0
T503962,Recarga celular,v1,Lima,5,Normal,121.4,0,5.0
T503963,Pago QR,v1,Lima,19,Pico,568.3,0,5.0
T503964,Pago QR,v1,Lima,5,Normal,113.1,0,5.0
T503965,Consulta de saldo,v1,Arequipa,16,Normal,95.7,0,5.0
T503966,Transferencia,v1,Arequipa,14,Normal,258.9,0,4.0
T503967,Consulta de saldo,v2,Lima,17,Normal,99.6,0,5.0
T503968,Recarga celular,v1,Lima,14,Normal,98.0,0,5.0
T503969,Pago de servicios,v2,Arequipa,3,Normal,176.8,0,5.0
T503970,Pago de servicios,v2,Trujillo,2,Normal,258.5,0,5.0
T503971,Pago de servicios,v2,Lima,4,Normal,548.1,0,4.0
T503972,Transferencia,v1,Trujillo,22,Normal,327.0,0,5.0
T503973,Pago QR,v1,Arequipa,1,Normal,286.0,0,5.0
T503974,Transferencia,v1,Lima,18,Pico,237.0,0,4.0
T503975,Pago de servicios,v2,Arequipa,16,Normal,133.9,0,4.0
T503976,Pago QR,v2,Lima,22,Normal,131.9,0,5.0
T503977,Transferencia,v1,Arequipa,3,Normal,205.5,0,5.0
T503978,Pago QR,v1,Lima,22,Normal,524.8,0,4.0
T503979,Pago de servicios,v2,Lima,16,Normal,279.5,0,4.0
T503980,Transferencia,v1,Arequipa,2,Normal,183.9,0,3.0
T503981,Pago QR,v2,Lima,19,Pico,277.2,0,3.0
T503982,Pago QR,v1,Lima,9,Pico,520.7,0,3.0
T503983,Pago QR,v2,Lima,5,Normal,219.6,0,4.0
T503984,Pago QR,v2,Lima,10,Pico,465.1,0,3.0
T503985,Consulta de saldo,v1,Lima,18,Pico,123.2,0,4.0
T503986,Pago QR,v2,Trujillo,18,Pico,292.5,0,4.0
T503987,Transferencia,v1,Lima,17,Normal,323.3,0,5.0
T503988,Pago QR,v1,Lima,10,Pico,217.9,0,5.0
T503989,Pago QR,v1,Trujillo,16,Normal,128.8,0,3.0
T503990,Pago QR,v1,Arequipa,14,Normal,456.8,0,
T503991,Transferencia,v1,Trujillo,2,Normal,131.2,0,5.0
T503992,Pago QR,v2,Arequipa,10,Pico,69.3,0,5.0
T503993,Pago QR,v1,Arequipa,16,Normal,151.6,0,4.0
T503994,Transferencia,v2,Lima,4,Normal,551.0,0,3.0
T503995,Consulta de saldo,v1,Lima,19,Pico,165.7,0,5.0
T503996,Pago QR,v1,Trujillo,19,Pico,485.1,0,2.0
T503997,Consulta de saldo,v1,Lima,16,Normal,154.5,0,4.0
T503998,Pago QR,v1,Lima,10,Pico,98.9,0,4.0
T503999,Transferencia,v2,Lima,7,Normal,395.3,0,4.0
T504000,Transferencia,v1,Trujillo,1,Normal,507.3,0,3.0
T504001,Pago QR,v2,Arequipa,17,Normal,460.5,0,5.0
T504002,Pago QR,v1,Arequipa,20,Pico,829.9,0,4.0
T504003,Recarga celular,v2,Trujillo,7,Normal,232.3,0,5.0
T504004,Pago de servicios,v2,Arequipa,13,Normal,260.1,0,4.0
T504005,Pago de servicios,v2,Lima,16,Normal,140.1,0,4.0
T504006,Consulta de saldo,v2,Trujillo,20,Pico,149.6,0,4.0
T504007,Consulta de saldo,v1,Lima,7,Normal,42.5,0,4.0
T504008,Transferencia,v2,Lima,12,Normal,233.6,0,4.0
T504009,Consulta de saldo,v2,Lima,12,Normal,75.3,0,5.0
T504010,Pago QR,v1,Lima,3,Normal,190.2,0,5.0
T504011,Recarga celular,v1,Arequipa,9,Pico,452.8,0,3.0
T504012,Transferencia,v2,Arequipa,5,Normal,152.5,0,5.0
T504013,Transferencia,v1,Lima,13,Normal,218.7,0,4.0
T504014,Consulta de saldo,v2,Lima,3,Normal,57.2,0,4.0
T504015,Consulta de saldo,v2,Arequipa,14,Normal,65.3,0,5.0
T504016,Transferencia,v2,Lima,19,Pico,297.0,0,4.0
T504017,Transferencia,v1,Arequipa,20,Pico,436.1,0,4.0
T504018,Transferencia,v2,Lima,19,Pico,389.0,0,4.0
T504019,Consulta de saldo,v1,Arequipa,15,Normal,118.1,0,5.0
T504020,Transferencia,v2,Lima,12,Normal,270.2,0,4.0
T504021,Pago QR,v1,Arequipa,12,Normal,388.3,0,3.0
T504022,Transferencia,v1,Lima,11,Normal,283.8,0,4.0
T504023,Pago QR,v1,Lima,19,Pico,639.9,0,3.0
T504024,Consulta de saldo,v1,Lima,12,Normal,53.8,0,5.0
T504025,Consulta de saldo,v2,Lima,19,Pico,199.7,0,5.0
T504026,Consulta de saldo,v1,Trujillo,8,Pico,155.3,0,4.0
T504027,Pago de servicios,v1,Trujillo,19,Pico,394.4,0,4.0
T504028,Consulta de saldo,v2,Trujillo,7,Normal,69.8,0,5.0
T504029,Pago QR,v2,Trujillo,1,Normal,451.4,0,5.0
T504030,Consulta de saldo,v2,Lima,19,Pico,148.4,0,4.0
T504031,Pago de servicios,v1,Arequipa,22,Normal,262.7,0,4.0
T504032,Pago de servicios,v2,Trujillo,20,Pico,475.4,0,3.0
T504033,Consulta de saldo,v1,Lima,8,Pico,196.4,0,4.0
T504034,Transferencia,v1,Arequipa,0,Normal,246.6,0,5.0
T504035,Pago de servicios,v2,Lima,11,Normal,733.0,0,3.0
T504036,Transferencia,v1,Lima,12,Normal,257.4,0,5.0
T504037,Consulta de saldo,v2,Lima,2,Normal,178.1,0,5.0
T504038,Pago QR,v1,Lima,5,Normal,312.3,0,4.0
T504039,Consulta de saldo,v1,Lima,20,Pico,96.5,0,5.0
T504040,Recarga celular,v1,Arequipa,21,Pico,360.4,0,4.0
T504041,Transferencia,v1,Lima,10,Pico,308.0,0,3.0
T504042,Consulta de saldo,v2,Lima,15,Normal,54.7,0,5.0
T504043,Transferencia,v2,Lima,2,Normal,309.6,0,5.0
T504044,Recarga celular,v2,Arequipa,15,Normal,152.8,0,4.0
T504045,Consulta de saldo,v1,Lima,19,Pico,122.6,0,5.0
T504046,Pago de servicios,v1,Lima,1,Normal,266.8,0,3.0
T504047,Transferencia,v1,Trujillo,0,Normal,317.2,0,5.0
T504048,Pago QR,v1,Lima,14,Normal,203.4,0,5.0
T504049,Transferencia,v2,Lima,21,Pico,888.0,0,2.0
T504050,Recarga celular,v2,Arequipa,11,Normal,187.0,0,5.0
T504051,Consulta de saldo,v1,Arequipa,20,Pico,128.7,0,3.0
T504052,Pago de servicios,v2,Trujillo,5,Normal,688.8,0,4.0
T504053,Consulta de saldo,v1,Lima,13,Normal,75.4,0,4.0
T504054,Transferencia,v1,Trujillo,16,Normal,235.0,0,5.0
T504055,Transferencia,v2,Arequipa,14,Normal,212.5,0,5.0
T504056,Transferencia,v1,Lima,12,Normal,146.7,0,3.0
T504057,Transferencia,v1,Lima,9,Pico,266.3,0,3.0
T504058,Recarga celular,v1,Lima,20,Pico,222.8,0,5.0
T504059,Transferencia,v2,Trujillo,14,Normal,314.7,0,5.0
T504060,Pago de servicios,v2,Lima,19,Pico,237.1,0,3.0
T504061,Pago de servicios,v2,Trujillo,13,Normal,267.1,0,4.0
T504062,Transferencia,v1,Trujillo,22,Normal,111.8,0,4.0
T504063,Consulta de saldo,v2,Lima,18,Pico,114.4,0,4.0
T504064,Pago de servicios,v1,Lima,2,Normal,449.9,0,4.0
T504065,Transferencia,v1,Arequipa,16,Normal,281.5,0,4.0
T504066,Recarga celular,v2,Lima,1,Normal,114.2,0,3.0
T504067,Recarga celular,v1,Lima,23,Normal,76.4,0,5.0
T504068,Transferencia,v1,Lima,13,Normal,184.3,0,5.0
T504069,Transferencia,v2,Arequipa,18,Pico,586.1,0,2.0
T504070,Transferencia,v2,Trujillo,11,Normal,312.8,0,3.0
T504071,Pago QR,v2,Arequipa,16,Normal,283.2,0,3.0
T504072,Transferencia,v1,Lima,20,Pico,311.1,0,3.0
T504073,Consulta de saldo,v2,Arequipa,7,Normal,106.0,0,3.0
T504074,Pago QR,v1,Arequipa,6,Normal,362.8,0,5.0
T504075,Pago de servicios,v1,Trujillo,15,Normal,296.3,0,3.0
T504076,Transferencia,v1,Lima,0,Normal,199.7,0,4.0
T504077,Pago de servicios,v2,Trujillo,15,Normal,362.9,0,2.0
T504078,Recarga celular,v1,Lima,4,Normal,78.8,0,4.0
T504079,Pago QR,v2,Lima,19,Pico,245.9,0,4.0
T504080,Consulta de saldo,v1,Lima,7,Normal,157.7,0,4.0
T504081,Pago QR,v2,Arequipa,18,Pico,202.3,0,5.0
T504082,Transferencia,v1,Arequipa,6,Normal,725.0,0,3.0
T504083,Pago QR,v1,Lima,20,Pico,298.2,0,3.0
T504084,Transferencia,v1,Lima,13,Normal,485.1,1,2.0
T504085,Recarga celular,v1,Arequipa,10,Pico,109.8,0,4.0
T504086,Pago QR,v2,Lima,10,Pico,118.0,0,5.0
T504087,Recarga celular,v1,Lima,20,Pico,237.6,0,5.0
T504088,Transferencia,v1,Lima,7,Normal,371.6,1,3.0
T504089,Recarga celular,v2,Arequipa,8,Pico,168.9,0,5.0
T504090,Consulta de saldo,v1,Arequipa,22,Normal,111.8,0,3.0
T504091,Transferencia,v2,Lima,11,Normal,240.4,0,4.0
T504092,Pago QR,v2,Lima,4,Normal,131.5,0,5.0
T504093,Transferencia,v2,Arequipa,21,Pico,187.2,0,5.0
T504094,Consulta de saldo,v1,Lima,0,Normal,79.0,0,5.0
T504095,Pago QR,v2,Arequipa,5,Normal,310.0,0,5.0
T504096,Consulta de saldo,v2,Trujillo,13,Normal,118.4,0,5.0
T504097,Consulta de saldo,v2,Arequipa,10,Pico,129.6,0,2.0
T504098,Pago de servicios,v2,Arequipa,11,Normal,743.6,0,4.0
T504099,Pago QR,v2,Arequipa,3,Normal,163.5,0,3.0
T504100,Pago de servicios,v2,Lima,6,Normal,806.2,0,4.0
T504101,Pago QR,v2,Lima,0,Normal,419.9,0,4.0
T504102,Pago QR,v1,Lima,20,Pico,208.3,0,3.0
T504103,Transferencia,v1,Lima,14,Normal,221.6,0,4.0
T504104,Transferencia,v1,Lima,3,Normal,424.8,0,4.0
T504105,Consulta de saldo,v2,Trujillo,8,Pico,116.2,0,3.0
T504106,Pago QR,v2,Arequipa,12,Normal,283.7,0,4.0
T504107,Pago QR,v2,Lima,11,Normal,85.2,0,5.0
T504108,Pago de servicios,v1,Trujillo,6,Normal,205.6,0,4.0
T504109,Recarga celular,v2,Arequipa,7,Normal,368.4,1,3.0
T504110,Pago QR,v1,Lima,11,Normal,329.5,0,5.0
T504111,Recarga celular,v1,Arequipa,1,Normal,139.1,0,4.0
T504112,Pago QR,v1,Arequipa,6,Normal,151.6,0,4.0
T504113,Consulta de saldo,v2,Arequipa,19,Pico,228.8,0,4.0
T504114,Pago QR,v2,Trujillo,6,Normal,160.6,0,
T504115,Pago QR,v1,Trujillo,17,Normal,122.8,0,5.0
T504116,Recarga celular,v1,Trujillo,12,Normal,225.3,0,4.0
T504117,Pago QR,v1,Arequipa,13,Normal,213.9,0,4.0
T504118,Pago de servicios,v1,Lima,14,Normal,262.6,0,4.0
T504119,Pago QR,v1,Arequipa,5,Normal,192.9,0,5.0
T504120,Pago QR,v2,Lima,7,Normal,309.1,0,4.0
T504121,Pago QR,v1,Arequipa,23,Normal,403.0,0,3.0
T504122,Transferencia,v1,Lima,11,Normal,313.1,0,4.0
T504123,Pago de servicios,v1,Lima,23,Normal,524.3,0,3.0
T504124,Recarga celular,v2,Lima,15,Normal,154.7,0,5.0
T504125,Transferencia,v2,Trujillo,16,Normal,127.3,0,4.0
T504126,Transferencia,v2,Arequipa,8,Pico,58.2,0,5.0
T504127,Pago de servicios,v2,Trujillo,12,Normal,377.6,0,3.0
T504128,Pago QR,v2,Arequipa,1,Normal,178.6,0,4.0
T504129,Pago de servicios,v2,Trujillo,13,Normal,284.1,0,4.0
T504130,Pago QR,v1,Lima,17,Normal,270.7,0,5.0
T504131,Transferencia,v2,Arequipa,11,Normal,453.6,0,4.0
T504132,Recarga celular,v1,Lima,9,Pico,174.5,0,4.0
T504133,Pago QR,v1,Lima,21,Pico,124.2,0,5.0
T504134,Pago QR,v1,Trujillo,14,Normal,260.2,0,5.0
T504135,Consulta de saldo,v2,Lima,11,Normal,115.3,0,4.0
T504136,Pago QR,v2,Lima,16,Normal,106.8,0,4.0
T504137,Recarga celular,v1,Trujillo,16,Normal,199.2,0,5.0
T504138,Pago QR,v1,Trujillo,8,Pico,228.9,0,4.0
T504139,Pago de servicios,v2,Arequipa,2,Normal,255.0,0,5.0
T504140,Pago QR,v1,Lima,7,Normal,226.7,0,
T504141,Pago QR,v2,Lima,0,Normal,250.4,0,4.0
T504142,Pago QR,v1,Lima,18,Pico,460.0,0,5.0
T504143,Pago QR,v1,Lima,9,Pico,311.2,0,5.0
T504144,Pago QR,v2,Arequipa,1,Normal,242.2,0,4.0
T504145,Pago de servicios,v2,Lima,2,Normal,373.6,0,4.0
T504146,Recarga celular,v2,Lima,15,Normal,142.4,0,5.0
T504147,Consulta de saldo,v2,Arequipa,12,Normal,96.7,0,4.0
T504148,Pago QR,v2,Arequipa,22,Normal,187.1,0,4.0
T504149,Consulta de saldo,v2,Lima,23,Normal,53.0,0,3.0
T504150,Transferencia,v2,Arequipa,12,Normal,358.9,0,5.0
T504151,Pago QR,v2,Trujillo,19,Pico,287.6,0,4.0
T504152,Pago QR,v2,Lima,14,Normal,167.7,0,4.0
T504153,Recarga celular,v1,Trujillo,20,Pico,179.4,0,4.0
T504154,Pago de servicios,v2,Lima,19,Pico,338.3,0,4.0
T504155,Consulta de saldo,v1,Lima,18,Pico,54.3,0,4.0
T504156,Pago de servicios,v1,Arequipa,16,Normal,207.9,0,4.0
T504157,Pago QR,v1,Arequipa,12,Normal,101.6,0,5.0
T504158,Pago QR,v2,Lima,20,Pico,384.8,0,4.0
T504159,Pago de servicios,v1,Lima,6,Normal,337.0,0,3.0
T504160,Consulta de saldo,v2,Lima,15,Normal,72.6,0,5.0
T504161,Consulta de saldo,v2,Trujillo,17,Normal,39.1,0,5.0
T504162,Transferencia,v2,Arequipa,6,Normal,204.7,0,5.0
T504163,Transferencia,v1,Arequipa,3,Normal,237.6,0,4.0
T504164,Pago QR,v2,Arequipa,16,Normal,145.3,0,4.0
T504165,Consulta de saldo,v1,Lima,8,Pico,123.9,0,3.0
T504166,Recarga celular,v1,Trujillo,6,Normal,154.1,0,5.0
T504167,Pago de servicios,v2,Lima,16,Normal,131.3,0,4.0
T504168,Pago de servicios,v2,Lima,7,Normal,258.6,0,5.0
T504169,Pago QR,v1,Lima,3,Normal,155.2,0,4.0
T504170,Transferencia,v2,Lima,1,Normal,1056.7,0,1.0
T504171,Recarga celular,v1,Trujillo,10,Pico,249.4,0,3.0
T504172,Pago QR,v1,Arequipa,10,Pico,141.2,0,5.0
T504173,Transferencia,v2,Arequipa,22,Normal,154.7,0,4.0
T504174,Pago de servicios,v2,Lima,19,Pico,538.8,0,3.0
T504175,Pago QR,v1,Arequipa,7,Normal,390.7,0,4.0
T504176,Recarga celular,v1,Arequipa,6,Normal,109.2,0,5.0
T504177,Pago QR,v1,Arequipa,10,Pico,258.9,0,4.0
T504178,Transferencia,v2,Arequipa,18,Pico,315.7,0,5.0
T504179,Pago QR,v2,Lima,7,Normal,148.6,0,4.0
T504180,Pago QR,v1,Trujillo,4,Normal,378.7,0,4.0
T504181,Pago QR,v1,Lima,19,Pico,153.5,0,4.0
T504182,Transferencia,v2,Trujillo,0,Normal,614.1,0,3.0
T504183,Consulta de saldo,v1,Lima,11,Normal,116.9,0,4.0
T504184,Consulta de saldo,v1,Lima,12,Normal,181.4,0,4.0
T504185,Consulta de saldo,v2,Lima,22,Normal,72.5,1,5.0
T504186,Transferencia,v1,Lima,22,Normal,326.7,0,5.0
T504187,Pago QR,v1,Lima,18,Pico,153.6,0,4.0
T504188,Recarga celular,v1,Trujillo,12,Normal,217.2,0,5.0
T504189,Transferencia,v1,Lima,23,Normal,313.1,0,4.0
T504190,Pago de servicios,v1,Arequipa,23,Normal,161.1,0,4.0
T504191,Transferencia,v2,Lima,12,Normal,80.0,0,5.0
T504192,Transferencia,v1,Lima,15,Normal,235.9,0,3.0
T504193,Transferencia,v1,Trujillo,15,Normal,318.1,0,5.0
T504194,Pago QR,v2,Arequipa,20,Pico,145.4,0,4.0
T504195,Consulta de saldo,v2,Lima,12,Normal,97.1,0,4.0
T504196,Pago de servicios,v2,Lima,12,Normal,164.2,0,5.0
T504197,Transferencia,v2,Trujillo,20,Pico,213.1,0,4.0
T504198,Pago de servicios,v2,Arequipa,3,Normal,336.3,0,4.0
T504199,Transferencia,v2,Lima,16,Normal,344.9,0,5.0
T504200,Recarga celular,v2,Arequipa,14,Normal,244.4,0,4.0
